n,t,h
48763,1625.4333333333332,2150
48764,1625.4666666666667,2150
48765,1625.5,2150
48766,1625.5333333333333,2150
48767,1625.5666666666668,2150
48768,1625.6,2150
48769,1625.6333333333332,2150
48770,1625.6666666666667,2150
48771,1625.7,2150
48772,1625.7333333333333,2150
48773,1625.7666666666667,2150
48774,1625.8,2150
48775,1625.8333333333333,2150
48776,1625.8666666666668,2150
48777,1625.9,2150
48778,1625.9333333333332,2150
48779,1625.9666666666667,2150
48780,1626.0,2150
48781,1626.0333333333333,2150
48782,1626.0666666666668,2150
48783,1626.1,2150
48784,1626.1333333333332,2150
48785,1626.1666666666667,2160
48786,1626.2,2160
48787,1626.2333333333333,2160
48788,1626.2666666666667,2160
48789,1626.3,2160
48790,1626.3333333333333,2160
48791,1626.3666666666668,2160
48792,1626.4,2160
48793,1626.4333333333332,2160
48794,1626.4666666666667,2160
48795,1626.5,2160
48796,1626.5333333333333,2160
48797,1626.5666666666668,2160
48798,1626.6,2160
48799,1626.6333333333332,2160
48800,1626.6666666666667,2160
48801,1626.7,2160
48802,1626.7333333333333,2160
48803,1626.7666666666667,2160
48804,1626.8,2160
48805,1626.8333333333333,2170
48806,1626.8666666666668,2170
48807,1626.9,2170
48808,1626.9333333333332,2170
48809,1626.9666666666667,2170
48810,1627.0,2170
48811,1627.0333333333333,2170
48812,1627.0666666666668,2170
48813,1627.1,2170
48814,1627.1333333333332,2170
48815,1627.1666666666667,2170
48816,1627.2,2170
48817,1627.2333333333333,2170
48818,1627.2666666666667,2170
48819,1627.3,2170
48820,1627.3333333333333,2170
48821,1627.3666666666668,2170
48822,1627.4,2170
48823,1627.4333333333332,2170
48824,1627.4666666666667,2170
48825,1627.5,2170
48826,1627.5333333333333,2170
48827,1627.5666666666668,2180
48828,1627.6,2180
48829,1627.6333333333332,2180
48830,1627.6666666666667,2180
48831,1627.7,2180
48832,1627.7333333333333,2180
48833,1627.7666666666667,2180
48834,1627.8,2180
48835,1627.8333333333333,2180
48836,1627.8666666666668,2180
48837,1627.9,2180
48838,1627.9333333333332,2180
48839,1627.9666666666667,2180
48840,1628.0,2180
48841,1628.0333333333333,2180
48842,1628.0666666666668,2180
48843,1628.1,2180
48844,1628.1333333333332,2180
48845,1628.1666666666667,2180
48846,1628.2,2180
48847,1628.2333333333333,2180
48848,1628.2666666666667,2180
48849,1628.3,2190
48850,1628.3333333333333,2190
48851,1628.3666666666668,2190
48852,1628.4,2190
48853,1628.4333333333332,2190
48854,1628.4666666666667,2190
48855,1628.5,2190
48856,1628.5333333333333,2190
48857,1628.5666666666668,2190
48858,1628.6,2190
48859,1628.6333333333332,2190
48860,1628.6666666666667,2190
48861,1628.7,2190
48862,1628.7333333333333,2190
48863,1628.7666666666667,2190
48864,1628.8,2190
48865,1628.8333333333333,2190
48866,1628.8666666666668,2190
48867,1628.9,2190
48868,1628.9333333333332,2190
48869,1628.9666666666667,2190
48870,1629.0,2200
48871,1629.0333333333333,2200
48872,1629.0666666666668,2200
48873,1629.1,2200
48874,1629.1333333333332,2200
48875,1629.1666666666667,2200
48876,1629.2,2200
48877,1629.2333333333333,2200
48878,1629.2666666666667,2200
48879,1629.3,2200
48880,1629.3333333333333,2200
48881,1629.3666666666668,2200
48882,1629.4,2200
48883,1629.4333333333332,2200
48884,1629.4666666666667,2200
48885,1629.5,2200
48886,1629.5333333333333,2200
48887,1629.5666666666668,2200
48888,1629.6,2200
48889,1629.6333333333332,2200
48890,1629.6666666666667,2200
48891,1629.7,2200
48892,1629.7333333333333,2210
48893,1629.7666666666667,2210
48894,1629.8,2210
48895,1629.8333333333333,2210
48896,1629.8666666666668,2210
48897,1629.9,2210
48898,1629.9333333333332,2210
48899,1629.9666666666667,2210
48900,1630.0,2210
48901,1630.0333333333333,2210
48902,1630.0666666666668,2210
48903,1630.1,2210
48904,1630.1333333333332,2210
48905,1630.1666666666667,2210
48906,1630.2,2210
48907,1630.2333333333333,2210
48908,1630.2666666666667,2210
48909,1630.3,2210
48910,1630.3333333333333,2210
48911,1630.3666666666668,2210
48912,1630.4,2220
48913,1630.4333333333332,2220
48914,1630.4666666666667,2220
48915,1630.5,2220
48916,1630.5333333333333,2220
48917,1630.5666666666668,2220
48918,1630.6,2220
48919,1630.6333333333332,2220
48920,1630.6666666666667,2220
48921,1630.7,2220
48922,1630.7333333333333,2220
48923,1630.7666666666667,2220
48924,1630.8,2220
48925,1630.8333333333333,2220
48926,1630.8666666666668,2220
48927,1630.9,2220
48928,1630.9333333333332,2220
48929,1630.9666666666667,2220
48930,1631.0,2220
48931,1631.0333333333333,2220
48932,1631.0666666666668,2230
48933,1631.1,2230
48934,1631.1333333333332,2230
48935,1631.1666666666667,2230
48936,1631.2,2230
48937,1631.2333333333333,2230
48938,1631.2666666666667,2230
48939,1631.3,2230
48940,1631.3333333333333,2230
48941,1631.3666666666668,2230
48942,1631.4,2230
48943,1631.4333333333332,2230
48944,1631.4666666666667,2230
48945,1631.5,2230
48946,1631.5333333333333,2230
48947,1631.5666666666668,2230
48948,1631.6,2230
48949,1631.6333333333332,2230
48950,1631.6666666666667,2230
48951,1631.7,2230
48952,1631.7333333333333,2230
48953,1631.7666666666667,2230
48954,1631.8,2230
48955,1631.8333333333333,2240
48956,1631.8666666666668,2240
48957,1631.9,2240
48958,1631.9333333333332,2240
48959,1631.9666666666667,2240
48960,1632.0,2240
48961,1632.0333333333333,2240
48962,1632.0666666666668,2240
48963,1632.1,2240
48964,1632.1333333333332,2240
48965,1632.1666666666667,2240
48966,1632.2,2240
48967,1632.2333333333333,2240
48968,1632.2666666666667,2240
48969,1632.3,2240
48970,1632.3333333333333,2240
48971,1632.3666666666668,2240
48972,1632.4,2240
48973,1632.4333333333332,2240
48974,1632.4666666666667,2240
48975,1632.5,2240
48976,1632.5333333333333,2250
48977,1632.5666666666668,2250
48978,1632.6,2250
48979,1632.6333333333332,2250
48980,1632.6666666666667,2250
48981,1632.7,2250
48982,1632.7333333333333,2250
48983,1632.7666666666667,2250
48984,1632.8,2250
48985,1632.8333333333333,2250
48986,1632.8666666666668,2250
48987,1632.9,2250
48988,1632.9333333333332,2250
48989,1632.9666666666667,2250
48990,1633.0,2250
48991,1633.0333333333333,2250
48992,1633.0666666666668,2250
48993,1633.1,2250
48994,1633.1333333333332,2250
48995,1633.1666666666667,2250
48996,1633.2,2250
48997,1633.2333333333333,2250
48998,1633.2666666666667,2260
48999,1633.3,2260
49000,1633.3333333333333,2260
49001,1633.3666666666668,2260
49002,1633.4,2260
49003,1633.4333333333332,2260
49004,1633.4666666666667,2260
49005,1633.5,2260
49006,1633.5333333333333,2260
49007,1633.5666666666668,2260
49008,1633.6,2260
49009,1633.6333333333332,2260
49010,1633.6666666666667,2260
49011,1633.7,2260
49012,1633.7333333333333,2260
49013,1633.7666666666667,2260
49014,1633.8,2260
49015,1633.8333333333333,2260
49016,1633.8666666666668,2260
49017,1633.9,2260
49018,1633.9333333333332,2260
49019,1633.9666666666667,2260
49020,1634.0,2270
49021,1634.0333333333333,2270
49022,1634.0666666666668,2270
49023,1634.1,2270
49024,1634.1333333333332,2270
49025,1634.1666666666667,2270
49026,1634.2,2270
49027,1634.2333333333333,2270
49028,1634.2666666666667,2270
49029,1634.3,2270
49030,1634.3333333333333,2270
49031,1634.3666666666668,2270
49032,1634.4,2270
49033,1634.4333333333332,2270
49034,1634.4666666666667,2270
49035,1634.5,2270
49036,1634.5333333333333,2270
49037,1634.5666666666668,2270
49038,1634.6,2270
49039,1634.6333333333332,2270
49040,1634.6666666666667,2270
49041,1634.7,2270
49042,1634.7333333333333,2280
49043,1634.7666666666667,2280
49044,1634.8,2280
49045,1634.8333333333333,2280
49046,1634.8666666666668,2280
49047,1634.9,2280
49048,1634.9333333333332,2280
49049,1634.9666666666667,2280
49050,1635.0,2280
49051,1635.0333333333333,2280
49052,1635.0666666666668,2280
49053,1635.1,2280
49054,1635.1333333333332,2280
49055,1635.1666666666667,2280
49056,1635.2,2280
49057,1635.2333333333333,2280
49058,1635.2666666666667,2280
49059,1635.3,2280
49060,1635.3333333333333,2280
49061,1635.3666666666668,2280
49062,1635.4,2290
49063,1635.4333333333332,2290
49064,1635.4666666666667,2290
49065,1635.5,2290
49066,1635.5333333333333,2290
49067,1635.5666666666668,2290
49068,1635.6,2290
49069,1635.6333333333332,2290
49070,1635.6666666666667,2290
49071,1635.7,2290
49072,1635.7333333333333,2290
49073,1635.7666666666667,2290
49074,1635.8,2290
49075,1635.8333333333333,2290
49076,1635.8666666666668,2290
49077,1635.9,2290
49078,1635.9333333333332,2290
49079,1635.9666666666667,2290
49080,1636.0,2290
49081,1636.0333333333333,2290
49082,1636.0666666666668,2300
49083,1636.1,2300
49084,1636.1333333333332,2300
49085,1636.1666666666667,2300
49086,1636.2,2300
49087,1636.2333333333333,2300
49088,1636.2666666666667,2300
49089,1636.3,2300
49090,1636.3333333333333,2300
49091,1636.3666666666668,2300
49092,1636.4,2300
49093,1636.4333333333332,2300
49094,1636.4666666666667,2300
49095,1636.5,2300
49096,1636.5333333333333,2300
49097,1636.5666666666668,2300
49098,1636.6,2300
49099,1636.6333333333332,2300
49100,1636.6666666666667,2300
49101,1636.7,2300
49102,1636.7333333333333,2300
49103,1636.7666666666667,2310
49104,1636.8,2310
49105,1636.8333333333333,2310
49106,1636.8666666666668,2310
49107,1636.9,2310
49108,1636.9333333333332,2310
49109,1636.9666666666667,2310
49110,1637.0,2310
49111,1637.0333333333333,2310
49112,1637.0666666666668,2310
49113,1637.1,2310
49114,1637.1333333333332,2310
49115,1637.1666666666667,2310
49116,1637.2,2310
49117,1637.2333333333333,2310
49118,1637.2666666666667,2310
49119,1637.3,2310
49120,1637.3333333333333,2310
49121,1637.3666666666668,2310
49122,1637.4,2310
49123,1637.4333333333332,2310
49124,1637.4666666666667,2310
49125,1637.5,2320
49126,1637.5333333333333,2320
49127,1637.5666666666668,2320
49128,1637.6,2320
49129,1637.6333333333332,2320
49130,1637.6666666666667,2320
49131,1637.7,2320
49132,1637.7333333333333,2320
49133,1637.7666666666667,2320
49134,1637.8,2320
49135,1637.8333333333333,2320
49136,1637.8666666666668,2320
49137,1637.9,2320
49138,1637.9333333333332,2320
49139,1637.9666666666667,2320
49140,1638.0,2320
49141,1638.0333333333333,2320
49142,1638.0666666666668,2320
49143,1638.1,2320
49144,1638.1333333333332,2320
49145,1638.1666666666667,2320
49146,1638.2,2330
49147,1638.2333333333333,2330
49148,1638.2666666666667,2330
49149,1638.3,2330
49150,1638.3333333333333,2330
49151,1638.3666666666668,2330
49152,1638.4,2330
49153,1638.4333333333332,2330
49154,1638.4666666666667,2330
49155,1638.5,2330
49156,1638.5333333333333,2330
49157,1638.5666666666668,2330
49158,1638.6,2330
49159,1638.6333333333332,2330
49160,1638.6666666666667,2330
49161,1638.7,2330
49162,1638.7333333333333,2330
49163,1638.7666666666667,2330
49164,1638.8,2330
49165,1638.8333333333333,2330
49166,1638.8666666666668,2330
49167,1638.9,2340
49168,1638.9333333333332,2340
49169,1638.9666666666667,2340
49170,1639.0,2340
49171,1639.0333333333333,2340
49172,1639.0666666666668,2340
49173,1639.1,2340
49174,1639.1333333333332,2340
49175,1639.1666666666667,2340
49176,1639.2,2340
49177,1639.2333333333333,2340
49178,1639.2666666666667,2340
49179,1639.3,2340
49180,1639.3333333333333,2340
49181,1639.3666666666668,2340
49182,1639.4,2340
49183,1639.4333333333332,2340
49184,1639.4666666666667,2340
49185,1639.5,2340
49186,1639.5333333333333,2340
49187,1639.5666666666668,2340
49188,1639.6,2350
49189,1639.6333333333332,2350
49190,1639.6666666666667,2350
49191,1639.7,2350
49192,1639.7333333333333,2350
49193,1639.7666666666667,2350
49194,1639.8,2350
49195,1639.8333333333333,2350
49196,1639.8666666666668,2350
49197,1639.9,2350
49198,1639.9333333333332,2350
49199,1639.9666666666667,2350
49200,1640.0,2350
49201,1640.0333333333333,2350
49202,1640.0666666666668,2350
49203,1640.1,2350
49204,1640.1333333333332,2350
49205,1640.1666666666667,2350
49206,1640.2,2350
49207,1640.2333333333333,2350
49208,1640.2666666666667,2350
49209,1640.3,2350
49210,1640.3333333333333,2350
49211,1640.3666666666668,2360
49212,1640.4,2360
49213,1640.4333333333332,2360
49214,1640.4666666666667,2360
49215,1640.5,2360
49216,1640.5333333333333,2360
49217,1640.5666666666668,2360
49218,1640.6,2360
49219,1640.6333333333332,2360
49220,1640.6666666666667,2360
49221,1640.7,2360
49222,1640.7333333333333,2360
49223,1640.7666666666667,2360
49224,1640.8,2360
49225,1640.8333333333333,2360
49226,1640.8666666666668,2360
49227,1640.9,2360
49228,1640.9333333333332,2360
49229,1640.9666666666667,2360
49230,1641.0,2360
49231,1641.0333333333333,2360
49232,1641.0666666666668,2360
49233,1641.1,2370
49234,1641.1333333333332,2370
49235,1641.1666666666667,2370
49236,1641.2,2370
49237,1641.2333333333333,2370
49238,1641.2666666666667,2370
49239,1641.3,2370
49240,1641.3333333333333,2370
49241,1641.3666666666668,2370
49242,1641.4,2370
49243,1641.4333333333332,2370
49244,1641.4666666666667,2370
49245,1641.5,2370
49246,1641.5333333333333,2370
49247,1641.5666666666668,2370
49248,1641.6,2370
49249,1641.6333333333332,2370
49250,1641.6666666666667,2370
49251,1641.7,2370
49252,1641.7333333333333,2370
49253,1641.7666666666667,2370
49254,1641.8,2380
49255,1641.8333333333333,2380
49256,1641.8666666666668,2380
49257,1641.9,2380
49258,1641.9333333333332,2380
49259,1641.9666666666667,2380
49260,1642.0,2380
49261,1642.0333333333333,2380
49262,1642.0666666666668,2380
49263,1642.1,2380
49264,1642.1333333333332,2380
49265,1642.1666666666667,2380
49266,1642.2,2380
49267,1642.2333333333333,2380
49268,1642.2666666666667,2380
49269,1642.3,2380
49270,1642.3333333333333,2380
49271,1642.3666666666668,2380
49272,1642.4,2380
49273,1642.4333333333332,2380
49274,1642.4666666666667,2380
49275,1642.5,2390
49276,1642.5333333333333,2390
49277,1642.5666666666668,2390
49278,1642.6,2390
49279,1642.6333333333332,2390
49280,1642.6666666666667,2390
49281,1642.7,2390
49282,1642.7333333333333,2390
49283,1642.7666666666667,2390
49284,1642.8,2390
49285,1642.8333333333333,2390
49286,1642.8666666666668,2390
49287,1642.9,2390
49288,1642.9333333333332,2390
49289,1642.9666666666667,2390
49290,1643.0,2390
49291,1643.0333333333333,2390
49292,1643.0666666666668,2390
49293,1643.1,2390
49294,1643.1333333333332,2390
49295,1643.1666666666667,2390
49296,1643.2,2390
49297,1643.2333333333333,2390
49298,1643.2666666666667,2400
49299,1643.3,2400
49300,1643.3333333333333,2400
49301,1643.3666666666668,2400
49302,1643.4,2400
49303,1643.4333333333332,2400
49304,1643.4666666666667,2400
49305,1643.5,2400
49306,1643.5333333333333,2400
49307,1643.5666666666668,2400
49308,1643.6,2400
49309,1643.6333333333332,2400
49310,1643.6666666666667,2400
49311,1643.7,2400
49312,1643.7333333333333,2400
49313,1643.7666666666667,2400
49314,1643.8,2400
49315,1643.8333333333333,2400
49316,1643.8666666666668,2400
49317,1643.9,2410
49318,1643.9333333333332,2410
49319,1643.9666666666667,2410
49320,1644.0,2410
49321,1644.0333333333333,2410
49322,1644.0666666666668,2410
49323,1644.1,2410
49324,1644.1333333333332,2410
49325,1644.1666666666667,2410
49326,1644.2,2410
49327,1644.2333333333333,2410
49328,1644.2666666666667,2410
49329,1644.3,2410
49330,1644.3333333333333,2410
49331,1644.3666666666668,2410
49332,1644.4,2410
49333,1644.4333333333332,2410
49334,1644.4666666666667,2410
49335,1644.5,2410
49336,1644.5333333333333,2410
49337,1644.5666666666668,2410
49338,1644.6,2410
49339,1644.6333333333332,2410
49340,1644.6666666666667,2420
49341,1644.7,2420
49342,1644.7333333333333,2420
49343,1644.7666666666667,2420
49344,1644.8,2420
49345,1644.8333333333333,2420
49346,1644.8666666666668,2420
49347,1644.9,2420
49348,1644.9333333333332,2420
49349,1644.9666666666667,2420
49350,1645.0,2420
49351,1645.0333333333333,2420
49352,1645.0666666666668,2420
49353,1645.1,2420
49354,1645.1333333333332,2420
49355,1645.1666666666667,2420
49356,1645.2,2420
49357,1645.2333333333333,2420
49358,1645.2666666666667,2420
49359,1645.3,2420
49360,1645.3333333333333,2420
49361,1645.3666666666668,2430
49362,1645.4,2430
49363,1645.4333333333332,2430
49364,1645.4666666666667,2430
49365,1645.5,2430
49366,1645.5333333333333,2430
49367,1645.5666666666668,2430
49368,1645.6,2430
49369,1645.6333333333332,2430
49370,1645.6666666666667,2430
49371,1645.7,2430
49372,1645.7333333333333,2430
49373,1645.7666666666667,2430
49374,1645.8,2430
49375,1645.8333333333333,2430
49376,1645.8666666666668,2430
49377,1645.9,2430
49378,1645.9333333333332,2430
49379,1645.9666666666667,2430
49380,1646.0,2430
49381,1646.0333333333333,2440
49382,1646.0666666666668,2440
49383,1646.1,2440
49384,1646.1333333333332,2440
49385,1646.1666666666667,2440
49386,1646.2,2440
49387,1646.2333333333333,2440
49388,1646.2666666666667,2440
49389,1646.3,2440
49390,1646.3333333333333,2440
49391,1646.3666666666668,2440
49392,1646.4,2440
49393,1646.4333333333332,2440
49394,1646.4666666666667,2440
49395,1646.5,2440
49396,1646.5333333333333,2440
49397,1646.5666666666668,2440
49398,1646.6,2440
49399,1646.6333333333332,2440
49400,1646.6666666666667,2440
49401,1646.7,2440
49402,1646.7333333333333,2440
49403,1646.7666666666667,2440
49404,1646.8,2440
49405,1646.8333333333333,2440
49406,1646.8666666666668,2440
49407,1646.9,2450
49408,1646.9333333333332,2450
49409,1646.9666666666667,2450
49410,1647.0,2450
49411,1647.0333333333333,2450
49412,1647.0666666666668,2450
49413,1647.1,2450
49414,1647.1333333333332,2450
49415,1647.1666666666667,2450
49416,1647.2,2450
49417,1647.2333333333333,2450
49418,1647.2666666666667,2450
49419,1647.3,2450
49420,1647.3333333333333,2450
49421,1647.3666666666668,2450
49422,1647.4,2450
49423,1647.4333333333332,2450
49424,1647.4666666666667,2450
49425,1647.5,2450
49426,1647.5333333333333,2450
49427,1647.5666666666668,2460
49428,1647.6,2460
49429,1647.6333333333332,2460
49430,1647.6666666666667,2460
49431,1647.7,2460
49432,1647.7333333333333,2460
49433,1647.7666666666667,2460
49434,1647.8,2460
49435,1647.8333333333333,2460
49436,1647.8666666666668,2460
49437,1647.9,2460
49438,1647.9333333333332,2460
49439,1647.9666666666667,2460
49440,1648.0,2460
49441,1648.0333333333333,2460
49442,1648.0666666666668,2460
49443,1648.1,2460
49444,1648.1333333333332,2460
49445,1648.1666666666667,2460
49446,1648.2,2470
49447,1648.2333333333333,2470
49448,1648.2666666666667,2470
49449,1648.3,2470
49450,1648.3333333333333,2470
49451,1648.3666666666668,2470
49452,1648.4,2470
49453,1648.4333333333332,2470
49454,1648.4666666666667,2470
49455,1648.5,2470
49456,1648.5333333333333,2470
49457,1648.5666666666668,2470
49458,1648.6,2470
49459,1648.6333333333332,2470
49460,1648.6666666666667,2470
49461,1648.7,2470
49462,1648.7333333333333,2470
49463,1648.7666666666667,2470
49464,1648.8,2470
49465,1648.8333333333333,2470
49466,1648.8666666666668,2470
49467,1648.9,2480
49468,1648.9333333333332,2480
49469,1648.9666666666667,2480
49470,1649.0,2480
49471,1649.0333333333333,2480
49472,1649.0666666666668,2480
49473,1649.1,2480
49474,1649.1333333333332,2480
49475,1649.1666666666667,2480
49476,1649.2,2480
49477,1649.2333333333333,2480
49478,1649.2666666666667,2480
49479,1649.3,2480
49480,1649.3333333333333,2480
49481,1649.3666666666668,2480
49482,1649.4,2480
49483,1649.4333333333332,2480
49484,1649.4666666666667,2480
49485,1649.5,2480
49486,1649.5333333333333,2480
49487,1649.5666666666668,2480
49488,1649.6,2480
49489,1649.6333333333332,2480
49490,1649.6666666666667,2490
49491,1649.7,2490
49492,1649.7333333333333,2490
49493,1649.7666666666667,2490
49494,1649.8,2490
49495,1649.8333333333333,2490
49496,1649.8666666666668,2490
49497,1649.9,2490
49498,1649.9333333333332,2490
49499,1649.9666666666667,2490
49500,1650.0,2490
49501,1650.0333333333333,2490
49502,1650.0666666666668,2490
49503,1650.1,2490
49504,1650.1333333333332,2490
49505,1650.1666666666667,2490
49506,1650.2,2490
49507,1650.2333333333333,2490
49508,1650.2666666666667,2490
49509,1650.3,2500
49510,1650.3333333333333,2500
49511,1650.3666666666668,2500
49512,1650.4,2500
49513,1650.4333333333332,2500
49514,1650.4666666666667,2500
49515,1650.5,2500
49516,1650.5333333333333,2500
49517,1650.5666666666668,2500
49518,1650.6,2500
49519,1650.6333333333332,2500
49520,1650.6666666666667,2500
49521,1650.7,2500
49522,1650.7333333333333,2500
49523,1650.7666666666667,2500
49524,1650.8,2500
49525,1650.8333333333333,2500
49526,1650.8666666666668,2500
49527,1650.9,2500
49528,1650.9333333333332,2500
49529,1650.9666666666667,2500
49530,1651.0,2500
49531,1651.0333333333333,2510
49532,1651.0666666666668,2510
49533,1651.1,2510
49534,1651.1333333333332,2510
49535,1651.1666666666667,2510
49536,1651.2,2510
49537,1651.2333333333333,2510
49538,1651.2666666666667,2510
49539,1651.3,2510
49540,1651.3333333333333,2510
49541,1651.3666666666668,2510
49542,1651.4,2510
49543,1651.4333333333332,2510
49544,1651.4666666666667,2510
49545,1651.5,2510
49546,1651.5333333333333,2510
49547,1651.5666666666668,2510
49548,1651.6,2510
49549,1651.6333333333332,2510
49550,1651.6666666666667,2510
49551,1651.7,2510
49552,1651.7333333333333,2520
49553,1651.7666666666667,2520
49554,1651.8,2520
49555,1651.8333333333333,2520
49556,1651.8666666666668,2520
49557,1651.9,2520
49558,1651.9333333333332,2520
49559,1651.9666666666667,2520
49560,1652.0,2520
49561,1652.0333333333333,2520
49562,1652.0666666666668,2520
49563,1652.1,2520
49564,1652.1333333333332,2520
49565,1652.1666666666667,2520
49566,1652.2,2520
49567,1652.2333333333333,2520
49568,1652.2666666666667,2520
49569,1652.3,2520
49570,1652.3333333333333,2520
49571,1652.3666666666668,2520
49572,1652.4,2520
49573,1652.4333333333332,2530
49574,1652.4666666666667,2530
49575,1652.5,2530
49576,1652.5333333333333,2530
49577,1652.5666666666668,2530
49578,1652.6,2530
49579,1652.6333333333332,2530
49580,1652.6666666666667,2530
49581,1652.7,2530
49582,1652.7333333333333,2530
49583,1652.7666666666667,2530
49584,1652.8,2530
49585,1652.8333333333333,2530
49586,1652.8666666666668,2530
49587,1652.9,2530
49588,1652.9333333333332,2530
49589,1652.9666666666667,2530
49590,1653.0,2530
49591,1653.0333333333333,2530
49592,1653.0666666666668,2530
49593,1653.1,2530
49594,1653.1333333333332,2530
49595,1653.1666666666667,2540
49596,1653.2,2540
49597,1653.2333333333333,2540
49598,1653.2666666666667,2540
49599,1653.3,2540
49600,1653.3333333333333,2540
49601,1653.3666666666668,2540
49602,1653.4,2540
49603,1653.4333333333332,2540
49604,1653.4666666666667,2540
49605,1653.5,2540
49606,1653.5333333333333,2540
49607,1653.5666666666668,2540
49608,1653.6,2540
49609,1653.6333333333332,2540
49610,1653.6666666666667,2540
49611,1653.7,2540
49612,1653.7333333333333,2540
49613,1653.7666666666667,2540
49614,1653.8,2540
49615,1653.8333333333333,2540
49616,1653.8666666666668,2550
49617,1653.9,2550
49618,1653.9333333333332,2550
49619,1653.9666666666667,2550
49620,1654.0,2550
49621,1654.0333333333333,2550
49622,1654.0666666666668,2550
49623,1654.1,2550
49624,1654.1333333333332,2550
49625,1654.1666666666667,2550
49626,1654.2,2550
49627,1654.2333333333333,2550
49628,1654.2666666666667,2550
49629,1654.3,2550
49630,1654.3333333333333,2550
49631,1654.3666666666668,2550
49632,1654.4,2550
49633,1654.4333333333332,2550
49634,1654.4666666666667,2550
49635,1654.5,2550
49636,1654.5333333333333,2550
49637,1654.5666666666668,2550
49638,1654.6,2560
49639,1654.6333333333332,2560
49640,1654.6666666666667,2560
49641,1654.7,2560
49642,1654.7333333333333,2560
49643,1654.7666666666667,2560
49644,1654.8,2560
49645,1654.8333333333333,2560
49646,1654.8666666666668,2560
49647,1654.9,2560
49648,1654.9333333333332,2560
49649,1654.9666666666667,2560
49650,1655.0,2560
49651,1655.0333333333333,2560
49652,1655.0666666666668,2560
49653,1655.1,2560
49654,1655.1333333333332,2560
49655,1655.1666666666667,2560
49656,1655.2,2560
49657,1655.2333333333333,2560
49658,1655.2666666666667,2560
49659,1655.3,2560
49660,1655.3333333333333,2560
49661,1655.3666666666668,2570
49662,1655.4,2570
49663,1655.4333333333332,2570
49664,1655.4666666666667,2570
49665,1655.5,2570
49666,1655.5333333333333,2570
49667,1655.5666666666668,2570
49668,1655.6,2570
49669,1655.6333333333332,2570
49670,1655.6666666666667,2570
49671,1655.7,2570
49672,1655.7333333333333,2570
49673,1655.7666666666667,2570
49674,1655.8,2570
49675,1655.8333333333333,2570
49676,1655.8666666666668,2570
49677,1655.9,2570
49678,1655.9333333333332,2570
49679,1655.9666666666667,2570
49680,1656.0,2580
49681,1656.0333333333333,2580
49682,1656.0666666666668,2580
49683,1656.1,2580
49684,1656.1333333333332,2580
49685,1656.1666666666667,2580
49686,1656.2,2580
49687,1656.2333333333333,2580
49688,1656.2666666666667,2580
49689,1656.3,2580
49690,1656.3333333333333,2580
49691,1656.3666666666668,2580
49692,1656.4,2580
49693,1656.4333333333332,2580
49694,1656.4666666666667,2580
49695,1656.5,2580
49696,1656.5333333333333,2580
49697,1656.5666666666668,2580
49698,1656.6,2580
49699,1656.6333333333332,2580
49700,1656.6666666666667,2590
49701,1656.7,2590
49702,1656.7333333333333,2590
49703,1656.7666666666667,2590
49704,1656.8,2590
49705,1656.8333333333333,2590
49706,1656.8666666666668,2590
49707,1656.9,2590
49708,1656.9333333333332,2590
49709,1656.9666666666667,2590
49710,1657.0,2590
49711,1657.0333333333333,2590
49712,1657.0666666666668,2590
49713,1657.1,2590
49714,1657.1333333333332,2590
49715,1657.1666666666667,2590
49716,1657.2,2590
49717,1657.2333333333333,2590
49718,1657.2666666666667,2590
49719,1657.3,2590
49720,1657.3333333333333,2590
49721,1657.3666666666668,2590
49722,1657.4,2600
49723,1657.4333333333332,2600
49724,1657.4666666666667,2600
49725,1657.5,2600
49726,1657.5333333333333,2600
49727,1657.5666666666668,2600
49728,1657.6,2600
49729,1657.6333333333332,2600
49730,1657.6666666666667,2600
49731,1657.7,2600
49732,1657.7333333333333,2600
49733,1657.7666666666667,2600
49734,1657.8,2600
49735,1657.8333333333333,2600
49736,1657.8666666666668,2600
49737,1657.9,2600
49738,1657.9333333333332,2600
49739,1657.9666666666667,2600
49740,1658.0,2600
49741,1658.0333333333333,2600
49742,1658.0666666666668,2600
49743,1658.1,2600
49744,1658.1333333333332,2610
49745,1658.1666666666667,2610
49746,1658.2,2610
49747,1658.2333333333333,2610
49748,1658.2666666666667,2610
49749,1658.3,2610
49750,1658.3333333333333,2610
49751,1658.3666666666668,2610
49752,1658.4,2610
49753,1658.4333333333332,2610
49754,1658.4666666666667,2610
49755,1658.5,2610
49756,1658.5333333333333,2610
49757,1658.5666666666668,2610
49758,1658.6,2610
49759,1658.6333333333332,2610
49760,1658.6666666666667,2610
49761,1658.7,2610
49762,1658.7333333333333,2610
49763,1658.7666666666667,2610
49764,1658.8,2610
49765,1658.8333333333333,2610
49766,1658.8666666666668,2620
49767,1658.9,2620
49768,1658.9333333333332,2620
49769,1658.9666666666667,2620
49770,1659.0,2620
49771,1659.0333333333333,2620
49772,1659.0666666666668,2620
49773,1659.1,2620
49774,1659.1333333333332,2620
49775,1659.1666666666667,2620
49776,1659.2,2620
49777,1659.2333333333333,2620
49778,1659.2666666666667,2620
49779,1659.3,2620
49780,1659.3333333333333,2620
49781,1659.3666666666668,2620
49782,1659.4,2620
49783,1659.4333333333332,2620
49784,1659.4666666666667,2620
49785,1659.5,2620
