n,t,v,h
51670,1722.333333333333,7550,3510
51671,1722.3666666666668,7551,3510
51672,1722.4,7551,3510
51673,1722.4333333333332,7552,3510
51674,1722.466666666667,7553,3510
51675,1722.5,7554,3510
51676,1722.533333333333,7554,3510
51677,1722.5666666666668,7556,3510
51678,1722.6,7557,3510
51679,1722.6333333333332,7558,3510
51680,1722.666666666667,7559,3510
51681,1722.7,7560,3510
51682,1722.7333333333331,7561,3510
51683,1722.7666666666669,7562,3510
51684,1722.8,7563,3510
51685,1722.833333333333,7564,3510
51686,1722.8666666666668,7565,3510
51687,1722.9,7566,3510
51688,1722.9333333333332,7567,3510
51689,1722.966666666667,7568,3510
51690,1723.0,7568,3520
51691,1723.033333333333,7569,3520
51692,1723.0666666666668,7570,3520
51693,1723.1,7571,3520
51694,1723.1333333333332,7572,3520
51695,1723.166666666667,7573,3520
51696,1723.2,7574,3520
51697,1723.2333333333331,7575,3520
51698,1723.2666666666669,7576,3520
51699,1723.3,7576,3520
51700,1723.333333333333,7577,3520
51701,1723.3666666666668,7578,3520
51702,1723.4,7579,3520
51703,1723.4333333333332,7580,3520
51704,1723.466666666667,7581,3520
51705,1723.5,7582,3520
51706,1723.533333333333,7583,3520
51707,1723.5666666666668,7584,3520
51708,1723.6,7585,3520
51709,1723.6333333333332,7586,3520
51710,1723.666666666667,7587,3520
51711,1723.7,7588,3520
51712,1723.7333333333331,7589,3530
51713,1723.7666666666669,7591,3530
51714,1723.8,7592,3530
51715,1723.833333333333,7593,3530
51716,1723.8666666666668,7594,3530
51717,1723.9,7595,3530
51718,1723.9333333333332,7596,3530
51719,1723.966666666667,7597,3530
51720,1724.0,7598,3530
51721,1724.033333333333,7598,3530
51722,1724.0666666666668,7600,3530
51723,1724.1,7601,3530
51724,1724.1333333333332,7602,3530
51725,1724.166666666667,7602,3530
51726,1724.2,7603,3530
51727,1724.2333333333331,7604,3530
51728,1724.2666666666669,7605,3530
51729,1724.3,7605,3530
51730,1724.333333333333,7606,3530
51731,1724.3666666666668,7608,3530
51732,1724.4,7608,3530
51733,1724.4333333333332,7609,3530
51734,1724.466666666667,7610,3540
51735,1724.5,7610,3540
51736,1724.533333333333,7611,3540
51737,1724.5666666666668,7613,3540
51738,1724.6,7613,3540
51739,1724.6333333333332,7614,3540
51740,1724.666666666667,7614,3540
51741,1724.7,7616,3540
51742,1724.7333333333331,7618,3540
51743,1724.7666666666669,7618,3540
51744,1724.8,7619,3540
51745,1724.833333333333,7621,3540
51746,1724.8666666666668,7621,3540
51747,1724.9,7622,3540
51748,1724.9333333333332,7624,3540
51749,1724.966666666667,7624,3540
51750,1725.0,7626,3540
51751,1725.033333333333,7626,3540
51752,1725.0666666666668,7628,3540
51753,1725.1,7629,3540
51754,1725.1333333333332,7629,3540
51755,1725.166666666667,7631,3550
51756,1725.2,7632,3550
51757,1725.2333333333331,7632,3550
51758,1725.2666666666669,7633,3550
51759,1725.3,7635,3550
51760,1725.333333333333,7636,3550
51761,1725.3666666666668,7637,3550
51762,1725.4,7637,3550
51763,1725.4333333333332,7638,3550
51764,1725.466666666667,7639,3550
51765,1725.5,7640,3550
51766,1725.533333333333,7641,3550
51767,1725.5666666666668,7641,3550
51768,1725.6,7643,3550
51769,1725.6333333333332,7644,3550
51770,1725.666666666667,7645,3550
51771,1725.7,7646,3550
51772,1725.7333333333331,7646,3550
51773,1725.7666666666669,7647,3550
51774,1725.8,7648,3550
51775,1725.833333333333,7649,3550
51776,1725.8666666666668,7650,3550
51777,1725.9,7651,3560
51778,1725.9333333333332,7652,3560
51779,1725.966666666667,7653,3560
51780,1726.0,7654,3560
51781,1726.033333333333,7655,3560
51782,1726.0666666666668,7656,3560
51783,1726.1,7657,3560
51784,1726.1333333333332,7658,3560
51785,1726.166666666667,7658,3560
51786,1726.2,7660,3560
51787,1726.2333333333331,7661,3560
51788,1726.2666666666669,7662,3560
51789,1726.3,7663,3560
51790,1726.333333333333,7664,3560
51791,1726.3666666666668,7665,3560
51792,1726.4,7666,3560
51793,1726.4333333333332,7667,3560
51794,1726.466666666667,7668,3560
51795,1726.5,7670,3560
51796,1726.533333333333,7671,3560
51797,1726.5666666666668,7671,3560
51798,1726.6,7672,3570
51799,1726.6333333333332,7673,3570
51800,1726.666666666667,7674,3570
51801,1726.7,7675,3570
51802,1726.7333333333331,7676,3570
51803,1726.7666666666669,7677,3570
51804,1726.8,7678,3570
51805,1726.833333333333,7679,3570
51806,1726.8666666666668,7680,3570
51807,1726.9,7681,3570
51808,1726.9333333333332,7682,3570
51809,1726.966666666667,7683,3570
51810,1727.0,7683,3570
51811,1727.033333333333,7684,3570
51812,1727.0666666666668,7685,3570
51813,1727.1,7687,3570
51814,1727.1333333333332,7688,3570
51815,1727.166666666667,7689,3570
51816,1727.2,7690,3570
51817,1727.2333333333331,7691,3570
51818,1727.2666666666669,7692,3570
51819,1727.3,7693,3580
51820,1727.333333333333,7694,3580
51821,1727.3666666666668,7695,3580
51822,1727.4,7696,3580
51823,1727.4333333333332,7698,3580
51824,1727.466666666667,7699,3580
51825,1727.5,7700,3580
51826,1727.533333333333,7701,3580
51827,1727.5666666666668,7702,3580
51828,1727.6,7703,3580
51829,1727.6333333333332,7704,3580
51830,1727.666666666667,7704,3580
51831,1727.7,7706,3580
51832,1727.7333333333331,7707,3580
51833,1727.7666666666669,7708,3580
51834,1727.8,7709,3580
51835,1727.833333333333,7710,3580
51836,1727.8666666666668,7711,3580
51837,1727.9,7712,3580
51838,1727.9333333333332,7713,3580
51839,1727.966666666667,7714,3580
51840,1728.0,7715,3590
51841,1728.033333333333,7716,3590
51842,1728.0666666666668,7717,3590
51843,1728.1,7718,3590
51844,1728.1333333333332,7719,3590
51845,1728.166666666667,7720,3590
51846,1728.2,7721,3590
51847,1728.2333333333331,7721,3590
51848,1728.2666666666669,7722,3590
51849,1728.3,7723,3590
51850,1728.333333333333,7724,3590
51851,1728.3666666666668,7725,3590
51852,1728.4,7726,3590
51853,1728.4333333333332,7727,3590
51854,1728.466666666667,7727,3590
51855,1728.5,7728,3590
51856,1728.533333333333,7729,3590
51857,1728.5666666666668,7730,3590
51858,1728.6,7731,3590
51859,1728.6333333333332,7732,3590
51860,1728.666666666667,7733,3590
51861,1728.7,7735,3590
51862,1728.7333333333331,7736,3600
51863,1728.7666666666669,7737,3600
51864,1728.8,7738,3600
51865,1728.833333333333,7739,3600
51866,1728.8666666666668,7740,3600
51867,1728.9,7741,3600
51868,1728.9333333333332,7742,3600
51869,1728.966666666667,7743,3600
51870,1729.0,7744,3600
51871,1729.033333333333,7745,3600
51872,1729.0666666666668,7746,3600
51873,1729.1,7747,3600
51874,1729.1333333333332,7748,3600
51875,1729.166666666667,7749,3600
51876,1729.2,7750,3600
51877,1729.2333333333331,7751,3600
51878,1729.2666666666669,7752,3600
51879,1729.3,7753,3600
51880,1729.333333333333,7754,3600
51881,1729.3666666666668,7755,3600
51882,1729.4,7756,3600
51883,1729.4333333333332,7757,3600
51884,1729.466666666667,7758,3610
51885,1729.5,7759,3610
51886,1729.533333333333,7760,3610
51887,1729.5666666666668,7762,3610
51888,1729.6,7763,3610
51889,1729.6333333333332,7764,3610
51890,1729.666666666667,7765,3610
51891,1729.7,7766,3610
51892,1729.7333333333331,7767,3610
51893,1729.7666666666669,7768,3610
51894,1729.8,7769,3610
51895,1729.833333333333,7771,3610
51896,1729.8666666666668,7772,3610
51897,1729.9,7773,3610
51898,1729.9333333333332,7774,3610
51899,1729.966666666667,7775,3610
51900,1730.0,7776,3610
51901,1730.033333333333,7777,3610
51902,1730.0666666666668,7778,3610
51903,1730.1,7779,3610
51904,1730.1333333333332,7780,3620
51905,1730.166666666667,7781,3620
51906,1730.2,7782,3620
51907,1730.2333333333331,7783,3620
51908,1730.2666666666669,7784,3620
51909,1730.3,7785,3620
51910,1730.333333333333,7785,3620
51911,1730.3666666666668,7786,3620
51912,1730.4,7788,3620
51913,1730.4333333333332,7789,3620
51914,1730.466666666667,7790,3620
51915,1730.5,7791,3620
51916,1730.533333333333,7791,3620
51917,1730.5666666666668,7792,3620
51918,1730.6,7793,3620
51919,1730.6333333333332,7794,3620
51920,1730.666666666667,7795,3620
51921,1730.7,7797,3620
51922,1730.7333333333331,7798,3620
51923,1730.7666666666669,7799,3620
51924,1730.8,7800,3620
51925,1730.833333333333,7801,3620
51926,1730.8666666666668,7802,3630
51927,1730.9,7803,3630
51928,1730.9333333333332,7804,3630
51929,1730.966666666667,7805,3630
51930,1731.0,7807,3630
51931,1731.033333333333,7808,3630
51932,1731.0666666666668,7809,3630
51933,1731.1,7810,3630
51934,1731.1333333333332,7811,3630
51935,1731.166666666667,7812,3630
51936,1731.2,7813,3630
51937,1731.2333333333331,7814,3630
51938,1731.2666666666669,7816,3630
51939,1731.3,7817,3630
51940,1731.333333333333,7818,3630
51941,1731.3666666666668,7819,3630
51942,1731.4,7819,3630
51943,1731.4333333333332,7820,3630
51944,1731.466666666667,7821,3630
51945,1731.5,7822,3630
51946,1731.533333333333,7823,3630
51947,1731.5666666666668,7824,3640
51948,1731.6,7825,3640
51949,1731.6333333333332,7826,3640
51950,1731.666666666667,7827,3640
51951,1731.7,7828,3640
51952,1731.7333333333331,7829,3640
51953,1731.7666666666669,7830,3640
51954,1731.8,7831,3640
51955,1731.833333333333,7832,3640
51956,1731.8666666666668,7832,3640
51957,1731.9,7834,3640
51958,1731.9333333333332,7835,3640
51959,1731.966666666667,7836,3640
51960,1732.0,7837,3640
51961,1732.033333333333,7838,3640
51962,1732.0666666666668,7839,3640
51963,1732.1,7840,3640
51964,1732.1333333333332,7841,3640
51965,1732.166666666667,7841,3640
51966,1732.2,7843,3640
51967,1732.2333333333331,7844,3650
51968,1732.2666666666669,7845,3650
51969,1732.3,7846,3650
51970,1732.333333333333,7847,3650
51971,1732.3666666666668,7848,3650
51972,1732.4,7849,3650
51973,1732.4333333333332,7850,3650
51974,1732.466666666667,7851,3650
51975,1732.5,7852,3650
51976,1732.533333333333,7853,3650
51977,1732.5666666666668,7854,3650
51978,1732.6,7855,3650
51979,1732.6333333333332,7856,3650
51980,1732.666666666667,7857,3650
51981,1732.7,7858,3650
51982,1732.7333333333331,7859,3650
51983,1732.7666666666669,7860,3650
51984,1732.8,7862,3650
51985,1732.833333333333,7863,3650
51986,1732.8666666666668,7864,3650
51987,1732.9,7865,3650
51988,1732.9333333333332,7866,3650
51989,1732.966666666667,7867,3660
51990,1733.0,7868,3660
51991,1733.033333333333,7869,3660
51992,1733.0666666666668,7870,3660
51993,1733.1,7872,3660
51994,1733.1333333333332,7873,3660
51995,1733.166666666667,7874,3660
51996,1733.2,7875,3660
51997,1733.2333333333331,7876,3660
51998,1733.2666666666669,7877,3660
51999,1733.3,7878,3660
52000,1733.333333333333,7879,3660
52001,1733.3666666666668,7879,3660
52002,1733.4,7881,3660
52003,1733.4333333333332,7882,3660
52004,1733.466666666667,7884,3660
52005,1733.5,7885,3660
52006,1733.533333333333,7886,3660
52007,1733.5666666666668,7887,3660
52008,1733.6,7888,3660
52009,1733.6333333333332,7889,3660
52010,1733.666666666667,7890,3670
52011,1733.7,7891,3670
52012,1733.7333333333331,7892,3670
52013,1733.7666666666669,7893,3670
52014,1733.8,7894,3670
52015,1733.833333333333,7895,3670
52016,1733.8666666666668,7896,3670
52017,1733.9,7897,3670
52018,1733.9333333333332,7898,3670
52019,1733.966666666667,7899,3670
52020,1734.0,7900,3670
52021,1734.033333333333,7901,3670
52022,1734.0666666666668,7902,3670
52023,1734.1,7903,3670
52024,1734.1333333333332,7904,3670
52025,1734.166666666667,7905,3670
52026,1734.2,7906,3670
52027,1734.2333333333331,7907,3670
52028,1734.2666666666669,7909,3670
52029,1734.3,7910,3670
52030,1734.333333333333,7911,3670
52031,1734.3666666666668,7913,3670
52032,1734.4,7914,3680
52033,1734.4333333333332,7915,3680
52034,1734.466666666667,7916,3680
52035,1734.5,7917,3680
52036,1734.533333333333,7918,3680
52037,1734.5666666666668,7920,3680
52038,1734.6,7921,3680
52039,1734.6333333333332,7922,3680
52040,1734.666666666667,7923,3680
52041,1734.7,7924,3680
52042,1734.7333333333331,7925,3680
52043,1734.7666666666669,7926,3680
52044,1734.8,7927,3680
52045,1734.833333333333,7928,3680
52046,1734.8666666666668,7930,3680
52047,1734.9,7931,3680
52048,1734.9333333333332,7932,3680
52049,1734.966666666667,7933,3680
52050,1735.0,7934,3680
52051,1735.033333333333,7935,3680
52052,1735.0666666666668,7936,3690
52053,1735.1,7937,3690
52054,1735.1333333333332,7937,3690
52055,1735.166666666667,7939,3690
52056,1735.2,7940,3690
52057,1735.2333333333331,7941,3690
52058,1735.2666666666669,7942,3690
52059,1735.3,7943,3690
52060,1735.333333333333,7944,3690
52061,1735.3666666666668,7945,3690
52062,1735.4,7946,3690
52063,1735.4333333333332,7947,3690
52064,1735.466666666667,7948,3690
52065,1735.5,7950,3690
52066,1735.533333333333,7951,3690
52067,1735.5666666666668,7952,3690
52068,1735.6,7953,3690
52069,1735.6333333333332,7954,3690
52070,1735.666666666667,7955,3690
52071,1735.7,7956,3690
52072,1735.7333333333331,7957,3690
52073,1735.7666666666669,7959,3700
52074,1735.8,7960,3700
52075,1735.833333333333,7961,3700
52076,1735.8666666666668,7962,3700
52077,1735.9,7964,3700
52078,1735.9333333333332,7965,3700
52079,1735.966666666667,7966,3700
52080,1736.0,7967,3700
52081,1736.033333333333,7968,3700
52082,1736.0666666666668,7969,3700
52083,1736.1,7970,3700
52084,1736.1333333333332,7971,3700
52085,1736.166666666667,7972,3700
52086,1736.2,7973,3700
52087,1736.2333333333331,7974,3700
52088,1736.2666666666669,7975,3700
52089,1736.3,7976,3700
52090,1736.333333333333,7977,3700
52091,1736.3666666666668,7978,3700
52092,1736.4,7979,3700
52093,1736.4333333333332,7980,3700
52094,1736.466666666667,7981,3700
52095,1736.5,7982,3710
52096,1736.533333333333,7983,3710
52097,1736.5666666666668,7984,3710
52098,1736.6,7985,3710
52099,1736.6333333333332,7986,3710
52100,1736.666666666667,7987,3710
52101,1736.7,7989,3710
52102,1736.7333333333331,7990,3710
52103,1736.7666666666669,7991,3710
52104,1736.8,7992,3710
52105,1736.833333333333,7993,3710
52106,1736.8666666666668,7994,3710
52107,1736.9,7995,3710
52108,1736.9333333333332,7996,3710
52109,1736.966666666667,7998,3710
52110,1737.0,7999,3710
52111,1737.033333333333,8000,3710
52112,1737.0666666666668,8002,3710
52113,1737.1,8003,3710
52114,1737.1333333333332,8004,3710
52115,1737.166666666667,8005,3720
52116,1737.2,8006,3720
52117,1737.2333333333331,8007,3720
52118,1737.2666666666669,8008,3720
52119,1737.3,8009,3720
52120,1737.333333333333,8010,3720
52121,1737.3666666666668,8011,3720
52122,1737.4,8012,3720
52123,1737.4333333333332,8013,3720
52124,1737.466666666667,8014,3720
52125,1737.5,8015,3720
52126,1737.533333333333,8016,3720
52127,1737.5666666666668,8017,3720
52128,1737.6,8018,3720
52129,1737.6333333333332,8019,3720
52130,1737.666666666667,8020,3720
52131,1737.7,8022,3720
52132,1737.7333333333331,8022,3720
52133,1737.7666666666669,8024,3720
52134,1737.8,8024,3720
52135,1737.833333333333,8025,3720
52136,1737.8666666666668,8027,3730
52137,1737.9,8028,3730
52138,1737.9333333333332,8029,3730
52139,1737.966666666667,8030,3730
52140,1738.0,8032,3730
52141,1738.033333333333,8033,3730
52142,1738.0666666666668,8034,3730
52143,1738.1,8035,3730
52144,1738.1333333333332,8036,3730
52145,1738.166666666667,8038,3730
52146,1738.2,8039,3730
52147,1738.2333333333331,8040,3730
52148,1738.2666666666669,8041,3730
52149,1738.3,8042,3730
52150,1738.333333333333,8043,3730
52151,1738.3666666666668,8044,3730
52152,1738.4,8045,3730
52153,1738.4333333333332,8046,3730
52154,1738.466666666667,8048,3730
52155,1738.5,8049,3730
52156,1738.533333333333,8050,3730
52157,1738.5666666666668,8051,3740
52158,1738.6,8052,3740
52159,1738.6333333333332,8053,3740
52160,1738.666666666667,8054,3740
52161,1738.7,8055,3740
52162,1738.7333333333331,8055,3740
52163,1738.7666666666669,8057,3740
52164,1738.8,8058,3740
52165,1738.833333333333,8060,3740
52166,1738.8666666666668,8061,3740
52167,1738.9,8062,3740
52168,1738.9333333333332,8063,3740
52169,1738.966666666667,8064,3740
52170,1739.0,8065,3740
52171,1739.033333333333,8066,3740
52172,1739.0666666666668,8068,3740
52173,1739.1,8069,3740
52174,1739.1333333333332,8070,3740
52175,1739.166666666667,8071,3740
52176,1739.2,8072,3740
52177,1739.2333333333331,8074,3740
52178,1739.2666666666669,8075,3750
52179,1739.3,8076,3750
52180,1739.333333333333,8077,3750
52181,1739.3666666666668,8078,3750
52182,1739.4,8080,3750
52183,1739.4333333333332,8081,3750
52184,1739.466666666667,8082,3750
52185,1739.5,8083,3750
52186,1739.533333333333,8084,3750
52187,1739.5666666666668,8085,3750
52188,1739.6,8086,3750
52189,1739.6333333333332,8087,3750
52190,1739.666666666667,8089,3750
52191,1739.7,8090,3750
52192,1739.7333333333331,8091,3750
52193,1739.7666666666669,8092,3750
52194,1739.8,8092,3750
52195,1739.833333333333,8093,3750
52196,1739.8666666666668,8094,3750
52197,1739.9,8095,3750
52198,1739.9333333333332,8096,3750
52199,1739.966666666667,8097,3750
52200,1740.0,8099,3760
52201,1740.033333333333,8100,3760
52202,1740.0666666666668,8101,3760
52203,1740.1,8102,3760
52204,1740.1333333333332,8103,3760
52205,1740.166666666667,8104,3760
52206,1740.2,8105,3760
52207,1740.2333333333331,8105,3760
52208,1740.2666666666669,8107,3760
52209,1740.3,8108,3760
52210,1740.333333333333,8109,3760
52211,1740.3666666666668,8110,3760
52212,1740.4,8110,3760
52213,1740.4333333333332,8111,3760
52214,1740.466666666667,8112,3760
52215,1740.5,8113,3760
52216,1740.533333333333,8114,3760
52217,1740.5666666666668,8115,3760
52218,1740.6,8117,3760
52219,1740.6333333333332,8118,3760
52220,1740.666666666667,8119,3760
52221,1740.7,8121,3760
52222,1740.7333333333331,8122,3760
52223,1740.7666666666669,8123,3770
52224,1740.8,8124,3770
52225,1740.833333333333,8125,3770
52226,1740.8666666666668,8127,3770
52227,1740.9,8128,3770
52228,1740.9333333333332,8129,3770
52229,1740.966666666667,8130,3770
52230,1741.0,8131,3770
52231,1741.033333333333,8132,3770
52232,1741.0666666666668,8133,3770
52233,1741.1,8134,3770
52234,1741.1333333333332,8135,3770
52235,1741.166666666667,8137,3770
52236,1741.2,8138,3770
52237,1741.2333333333331,8139,3770
52238,1741.2666666666669,8140,3770
52239,1741.3,8141,3770
52240,1741.333333333333,8142,3770
52241,1741.3666666666668,8143,3770
52242,1741.4,8144,3770
52243,1741.4333333333332,8145,3770
52244,1741.466666666667,8147,3780
52245,1741.5,8148,3780
52246,1741.533333333333,8149,3780
52247,1741.5666666666668,8151,3780
52248,1741.6,8152,3780
52249,1741.6333333333332,8153,3780
52250,1741.666666666667,8154,3780
52251,1741.7,8155,3780
52252,1741.7333333333331,8156,3780
52253,1741.7666666666669,8158,3780
52254,1741.8,8160,3780
52255,1741.833333333333,8161,3780
52256,1741.8666666666668,8162,3780
52257,1741.9,8163,3780
52258,1741.9333333333332,8165,3780
52259,1741.966666666667,8166,3780
52260,1742.0,8167,3780
52261,1742.033333333333,8168,3780
52262,1742.0666666666668,8169,3780
52263,1742.1,8170,3790
52264,1742.1333333333332,8171,3790
52265,1742.166666666667,8172,3790
52266,1742.2,8173,3790
52267,1742.2333333333331,8174,3790
52268,1742.2666666666669,8175,3790
52269,1742.3,8176,3790
52270,1742.333333333333,8177,3790
52271,1742.3666666666668,8179,3790
52272,1742.4,8180,3790
52273,1742.4333333333332,8181,3790
52274,1742.466666666667,8182,3790
52275,1742.5,8183,3790
52276,1742.533333333333,8184,3790
52277,1742.5666666666668,8185,3790
52278,1742.6,8186,3790
52279,1742.6333333333332,8187,3790
52280,1742.666666666667,8188,3790
52281,1742.7,8190,3790
52282,1742.7333333333331,8191,3790
52283,1742.7666666666669,8192,3790
52284,1742.8,8193,3790
52285,1742.833333333333,8194,3800
52286,1742.8666666666668,8195,3800
52287,1742.9,8196,3800
52288,1742.9333333333332,8197,3800
52289,1742.966666666667,8199,3800
52290,1743.0,8200,3800
52291,1743.033333333333,8201,3800
52292,1743.0666666666668,8202,3800
52293,1743.1,8204,3800
52294,1743.1333333333332,8205,3800
52295,1743.166666666667,8206,3800
52296,1743.2,8207,3800
52297,1743.2333333333331,8208,3800
52298,1743.2666666666669,8210,3800
52299,1743.3,8211,3800
52300,1743.333333333333,8212,3800
52301,1743.3666666666668,8213,3800
52302,1743.4,8214,3800
52303,1743.4333333333332,8215,3800
52304,1743.466666666667,8216,3800
52305,1743.5,8217,3800
52306,1743.533333333333,8218,3800
52307,1743.5666666666668,8220,3810
52308,1743.6,8221,3810
52309,1743.6333333333332,8222,3810
52310,1743.666666666667,8223,3810
52311,1743.7,8224,3810
52312,1743.7333333333331,8225,3810
52313,1743.7666666666669,8226,3810
52314,1743.8,8227,3810
52315,1743.833333333333,8228,3810
52316,1743.8666666666668,8230,3810
52317,1743.9,8231,3810
52318,1743.9333333333332,8233,3810
52319,1743.966666666667,8234,3810
52320,1744.0,8235,3810
52321,1744.033333333333,8236,3810
52322,1744.0666666666668,8237,3810
52323,1744.1,8239,3810
52324,1744.1333333333332,8240,3810
52325,1744.166666666667,8241,3810
52326,1744.2,8243,3810
52327,1744.2333333333331,8244,3820
52328,1744.2666666666669,8245,3820
52329,1744.3,8246,3820
52330,1744.333333333333,8248,3820
52331,1744.3666666666668,8249,3820
52332,1744.4,8250,3820
52333,1744.4333333333332,8251,3820
52334,1744.466666666667,8252,3820
52335,1744.5,8254,3820
52336,1744.533333333333,8255,3820
52337,1744.5666666666668,8256,3820
52338,1744.6,8257,3820
52339,1744.6333333333332,8258,3820
52340,1744.666666666667,8259,3820
52341,1744.7,8260,3820
52342,1744.7333333333331,8260,3820
52343,1744.7666666666669,8262,3820
52344,1744.8,8263,3820
52345,1744.833333333333,8264,3820
52346,1744.8666666666668,8265,3820
52347,1744.9,8266,3820
52348,1744.9333333333332,8268,3820
52349,1744.966666666667,8268,3830
52350,1745.0,8269,3830
52351,1745.033333333333,8270,3830
52352,1745.0666666666668,8272,3830
52353,1745.1,8273,3830
52354,1745.1333333333332,8274,3830
52355,1745.166666666667,8275,3830
52356,1745.2,8277,3830
52357,1745.2333333333331,8278,3830
52358,1745.2666666666669,8279,3830
52359,1745.3,8280,3830
52360,1745.333333333333,8281,3830
52361,1745.3666666666668,8282,3830
52362,1745.4,8284,3830
52363,1745.4333333333332,8285,3830
52364,1745.466666666667,8287,3830
52365,1745.5,8288,3830
52366,1745.533333333333,8289,3830
52367,1745.5666666666668,8290,3830
52368,1745.6,8291,3830
52369,1745.6333333333332,8292,3830
52370,1745.666666666667,8294,3840
52371,1745.7,8295,3840
52372,1745.7333333333331,8296,3840
52373,1745.7666666666669,8297,3840
52374,1745.8,8298,3840
52375,1745.833333333333,8299,3840
52376,1745.8666666666668,8300,3840
52377,1745.9,8301,3840
52378,1745.9333333333332,8302,3840
52379,1745.966666666667,8304,3840
52380,1746.0,8305,3840
52381,1746.033333333333,8306,3840
52382,1746.0666666666668,8308,3840
52383,1746.1,8309,3840
52384,1746.1333333333332,8310,3840
52385,1746.166666666667,8311,3840
52386,1746.2,8312,3840
52387,1746.2333333333331,8314,3840
52388,1746.2666666666669,8315,3840
52389,1746.3,8316,3840
52390,1746.333333333333,8318,3840
52391,1746.3666666666668,8319,3850
52392,1746.4,8320,3850
52393,1746.4333333333332,8321,3850
52394,1746.466666666667,8322,3850
52395,1746.5,8323,3850
52396,1746.533333333333,8324,3850
52397,1746.5666666666668,8325,3850
52398,1746.6,8327,3850
52399,1746.6333333333332,8328,3850
52400,1746.666666666667,8329,3850
52401,1746.7,8330,3850
52402,1746.7333333333331,8332,3850
52403,1746.7666666666669,8333,3850
52404,1746.8,8334,3850
52405,1746.833333333333,8335,3850
52406,1746.8666666666668,8337,3850
52407,1746.9,8338,3850
52408,1746.9333333333332,8339,3850
52409,1746.966666666667,8340,3850
52410,1747.0,8341,3850
52411,1747.033333333333,8342,3850
52412,1747.0666666666668,8343,3860
52413,1747.1,8344,3860
52414,1747.1333333333332,8345,3860
52415,1747.166666666667,8347,3860
52416,1747.2,8348,3860
52417,1747.2333333333331,8349,3860
52418,1747.2666666666669,8350,3860
52419,1747.3,8351,3860
52420,1747.333333333333,8352,3860
52421,1747.3666666666668,8353,3860
52422,1747.4,8354,3860
52423,1747.4333333333332,8355,3860
52424,1747.466666666667,8357,3860
52425,1747.5,8358,3860
52426,1747.533333333333,8360,3860
52427,1747.5666666666668,8361,3860
52428,1747.6,8362,3860
52429,1747.6333333333332,8363,3860
52430,1747.666666666667,8365,3860
52431,1747.7,8366,3860
52432,1747.7333333333331,8367,3860
52433,1747.7666666666669,8369,3870
52434,1747.8,8370,3870
52435,1747.833333333333,8371,3870
52436,1747.8666666666668,8373,3870
52437,1747.9,8374,3870
52438,1747.9333333333332,8375,3870
52439,1747.966666666667,8376,3870
52440,1748.0,8377,3870
52441,1748.033333333333,8378,3870
52442,1748.0666666666668,8380,3870
52443,1748.1,8381,3870
52444,1748.1333333333332,8382,3870
52445,1748.166666666667,8383,3870
52446,1748.2,8384,3870
52447,1748.2333333333331,8385,3870
52448,1748.2666666666669,8385,3870
52449,1748.3,8386,3870
52450,1748.333333333333,8387,3870
52451,1748.3666666666668,8389,3870
52452,1748.4,8390,3870
52453,1748.4333333333332,8391,3870
52454,1748.466666666667,8392,3870
52455,1748.5,8393,3880
52456,1748.533333333333,8395,3880
52457,1748.5666666666668,8396,3880
52458,1748.6,8397,3880
52459,1748.6333333333332,8398,3880
52460,1748.666666666667,8399,3880
52461,1748.7,8401,3880
52462,1748.7333333333331,8402,3880
52463,1748.7666666666669,8403,3880
52464,1748.8,8404,3880
52465,1748.833333333333,8405,3880
52466,1748.8666666666668,8406,3880
52467,1748.9,8407,3880
52468,1748.9333333333332,8408,3880
52469,1748.966666666667,8410,3880
52470,1749.0,8412,3880
52471,1749.033333333333,8413,3880
52472,1749.0666666666668,8414,3880
52473,1749.1,8416,3880
52474,1749.1333333333332,8417,3880
52475,1749.166666666667,8418,3890
52476,1749.2,8420,3890
52477,1749.2333333333331,8421,3890
52478,1749.2666666666669,8422,3890
52479,1749.3,8424,3890
52480,1749.333333333333,8425,3890
52481,1749.3666666666668,8426,3890
52482,1749.4,8427,3890
52483,1749.4333333333332,8428,3890
52484,1749.466666666667,8429,3890
52485,1749.5,8430,3890
52486,1749.533333333333,8431,3890
52487,1749.5666666666668,8433,3890
52488,1749.6,8434,3890
52489,1749.6333333333332,8436,3890
52490,1749.666666666667,8437,3890
52491,1749.7,8438,3890
52492,1749.7333333333331,8439,3890
52493,1749.7666666666669,8441,3890
52494,1749.8,8442,3890
52495,1749.833333333333,8443,3890
52496,1749.8666666666668,8445,3900
52497,1749.9,8446,3900
52498,1749.9333333333332,8447,3900
52499,1749.966666666667,8449,3900
52500,1750.0,8450,3900
52501,1750.033333333333,8451,3900
52502,1750.0666666666668,8452,3900
52503,1750.1,8453,3900
52504,1750.1333333333332,8454,3900
52505,1750.166666666667,8456,3900
52506,1750.2,8457,3900
52507,1750.2333333333331,8458,3900
52508,1750.2666666666669,8460,3900
52509,1750.3,8461,3900
52510,1750.333333333333,8462,3900
52511,1750.3666666666668,8463,3900
52512,1750.4,8464,3900
52513,1750.4333333333332,8465,3900
52514,1750.466666666667,8466,3900
52515,1750.5,8467,3900
52516,1750.533333333333,8469,3910
52517,1750.5666666666668,8470,3910
52518,1750.6,8471,3910
52519,1750.6333333333332,8472,3910
52520,1750.666666666667,8473,3910
52521,1750.7,8474,3910
52522,1750.7333333333331,8475,3910
