n,t,v
52161,1738.7,8055
52162,1738.7333333333333,8055
52163,1738.7666666666667,8057
52164,1738.8,8058
52165,1738.8333333333333,8060
52166,1738.8666666666668,8061
52167,1738.9,8062
52168,1738.9333333333332,8063
52169,1738.9666666666667,8064
52170,1739.0,8065
52171,1739.0333333333333,8066
52172,1739.0666666666668,8068
52173,1739.1,8069
52174,1739.1333333333332,8070
52175,1739.1666666666667,8071
52176,1739.2,8072
52177,1739.2333333333333,8074
52178,1739.2666666666667,8075
52179,1739.3,8076
52180,1739.3333333333333,8077
52181,1739.3666666666668,8078
52182,1739.4,8080
52183,1739.4333333333332,8081
52184,1739.4666666666667,8082
52185,1739.5,8083
52186,1739.5333333333333,8084
52187,1739.5666666666668,8085
52188,1739.6,8086
52189,1739.6333333333332,8087
52190,1739.6666666666667,8089
52191,1739.7,8090
52192,1739.7333333333333,8091
52193,1739.7666666666667,8092
52194,1739.8,8092
52195,1739.8333333333333,8093
52196,1739.8666666666668,8094
52197,1739.9,8095
52198,1739.9333333333332,8096
52199,1739.9666666666667,8097
52200,1740.0,8099
52201,1740.0333333333333,8100
52202,1740.0666666666668,8101
52203,1740.1,8102
52204,1740.1333333333332,8103
52205,1740.1666666666667,8104
52206,1740.2,8105
52207,1740.2333333333333,8105
52208,1740.2666666666667,8107
52209,1740.3,8108
52210,1740.3333333333333,8109
52211,1740.3666666666668,8110
52212,1740.4,8110
52213,1740.4333333333332,8111
52214,1740.4666666666667,8112
52215,1740.5,8113
52216,1740.5333333333333,8114
52217,1740.5666666666668,8115
52218,1740.6,8117
52219,1740.6333333333332,8118
52220,1740.6666666666667,8119
52221,1740.7,8121
52222,1740.7333333333333,8122
52223,1740.7666666666667,8123
52224,1740.8,8124
52225,1740.8333333333333,8125
52226,1740.8666666666668,8127
52227,1740.9,8128
52228,1740.9333333333332,8129
52229,1740.9666666666667,8130
52230,1741.0,8131
52231,1741.0333333333333,8132
52232,1741.0666666666668,8133
52233,1741.1,8134
52234,1741.1333333333332,8135
52235,1741.1666666666667,8137
52236,1741.2,8138
52237,1741.2333333333333,8139
52238,1741.2666666666667,8140
52239,1741.3,8141
52240,1741.3333333333333,8142
52241,1741.3666666666668,8143
52242,1741.4,8144
52243,1741.4333333333332,8145
52244,1741.4666666666667,8147
52245,1741.5,8148
52246,1741.5333333333333,8149
52247,1741.5666666666668,8151
52248,1741.6,8152
52249,1741.6333333333332,8153
52250,1741.6666666666667,8154
52251,1741.7,8155
52252,1741.7333333333333,8156
52253,1741.7666666666667,8158
52254,1741.8,8160
52255,1741.8333333333333,8161
52256,1741.8666666666668,8162
52257,1741.9,8163
52258,1741.9333333333332,8165
52259,1741.9666666666667,8166
52260,1742.0,8167
52261,1742.0333333333333,8168
52262,1742.0666666666668,8169
52263,1742.1,8170
52264,1742.1333333333332,8171
52265,1742.1666666666667,8172
52266,1742.2,8173
