n,t,v
46639,1554.6333333333332,5654
46640,1554.6666666666667,5653
46641,1554.7,5653
46642,1554.7333333333333,5653
46643,1554.7666666666667,5653
46644,1554.8,5653
46645,1554.8333333333333,5653
46646,1554.8666666666668,5653
46647,1554.9,5653
46648,1554.9333333333332,5653
46649,1554.9666666666667,5653
46650,1555.0,5653
46651,1555.0333333333333,5653
46652,1555.0666666666668,5653
46653,1555.1,5653
46654,1555.1333333333332,5653
46655,1555.1666666666667,5653
46656,1555.2,5653
46657,1555.2333333333333,5653
46658,1555.2666666666667,5653
46659,1555.3,5653
46660,1555.3333333333333,5653
46661,1555.3666666666668,5653
46662,1555.4,5653
46663,1555.4333333333332,5653
46664,1555.4666666666667,5653
46665,1555.5,5653
46666,1555.5333333333333,5653
46667,1555.5666666666668,5653
46668,1555.6,5653
46669,1555.6333333333332,5653
46670,1555.6666666666667,5653
46671,1555.7,5653
46672,1555.7333333333333,5652
46673,1555.7666666666667,5652
46674,1555.8,5652
46675,1555.8333333333333,5652
46676,1555.8666666666668,5652
46677,1555.9,5652
46678,1555.9333333333332,5652
46679,1555.9666666666667,5652
46680,1556.0,5652
46681,1556.0333333333333,5652
46682,1556.0666666666668,5652
46683,1556.1,5652
46684,1556.1333333333332,5652
46685,1556.1666666666667,5652
46686,1556.2,5652
46687,1556.2333333333333,5652
46688,1556.2666666666667,5652
46689,1556.3,5652
46690,1556.3333333333333,5652
46691,1556.3666666666668,5652
46692,1556.4,5652
46693,1556.4333333333332,5652
46694,1556.4666666666667,5652
46695,1556.5,5652
46696,1556.5333333333333,5652
46697,1556.5666666666668,5652
46698,1556.6,5652
46699,1556.6333333333332,5652
46700,1556.6666666666667,5652
46701,1556.7,5652
46702,1556.7333333333333,5652
46703,1556.7666666666667,5652
46704,1556.8,5652
46705,1556.8333333333333,5652
46706,1556.8666666666668,5652
46707,1556.9,5651
46708,1556.9333333333332,5651
46709,1556.9666666666667,5651
46710,1557.0,5651
46711,1557.0333333333333,5651
46712,1557.0666666666668,5651
46713,1557.1,5651
46714,1557.1333333333332,5651
46715,1557.1666666666667,5651
46716,1557.2,5651
46717,1557.2333333333333,5651
46718,1557.2666666666667,5651
46719,1557.3,5651
46720,1557.3333333333333,5651
46721,1557.3666666666668,5651
46722,1557.4,5651
46723,1557.4333333333332,5651
46724,1557.4666666666667,5651
46725,1557.5,5651
46726,1557.5333333333333,5651
46727,1557.5666666666668,5651
46728,1557.6,5651
46729,1557.6333333333332,5651
46730,1557.6666666666667,5651
46731,1557.7,5651
46732,1557.7333333333333,5651
46733,1557.7666666666667,5651
46734,1557.8,5651
46735,1557.8333333333333,5651
46736,1557.8666666666668,5651
46737,1557.9,5651
46738,1557.9333333333332,5651
46739,1557.9666666666667,5651
46740,1558.0,5651
46741,1558.0333333333333,5651
46742,1558.0666666666668,5651
46743,1558.1,5651
46744,1558.1333333333332,5651
46745,1558.1666666666667,5651
46746,1558.2,5651
46747,1558.2333333333333,5651
46748,1558.2666666666667,5651
46749,1558.3,5650
46750,1558.3333333333333,5650
46751,1558.3666666666668,5650
46752,1558.4,5650
46753,1558.4333333333332,5650
46754,1558.4666666666667,5650
46755,1558.5,5650
46756,1558.5333333333333,5650
46757,1558.5666666666668,5650
46758,1558.6,5650
46759,1558.6333333333332,5650
46760,1558.6666666666667,5650
46761,1558.7,5650
46762,1558.7333333333333,5650
46763,1558.7666666666667,5650
46764,1558.8,5650
46765,1558.8333333333333,5650
46766,1558.8666666666668,5650
46767,1558.9,5650
46768,1558.9333333333332,5650
46769,1558.9666666666667,5650
46770,1559.0,5650
46771,1559.0333333333333,5650
46772,1559.0666666666668,5650
46773,1559.1,5650
46774,1559.1333333333332,5650
46775,1559.1666666666667,5650
46776,1559.2,5650
46777,1559.2333333333333,5650
46778,1559.2666666666667,5650
46779,1559.3,5650
46780,1559.3333333333333,5650
46781,1559.3666666666668,5650
46782,1559.4,5650
46783,1559.4333333333332,5650
46784,1559.4666666666667,5650
46785,1559.5,5650
46786,1559.5333333333333,5650
46787,1559.5666666666668,5650
46788,1559.6,5650
46789,1559.6333333333332,5650
46790,1559.6666666666667,5650
46791,1559.7,5650
46792,1559.7333333333333,5650
46793,1559.7666666666667,5650
46794,1559.8,5650
46795,1559.8333333333333,5650
46796,1559.8666666666668,5650
46797,1559.9,5650
46798,1559.9333333333332,5650
46799,1559.9666666666667,5650
46800,1560.0,5650
46801,1560.0333333333333,5650
46802,1560.0666666666668,5649
46803,1560.1,5649
46804,1560.1333333333332,5649
46805,1560.1666666666667,5649
46806,1560.2,5649
46807,1560.2333333333333,5649
46808,1560.2666666666667,5649
46809,1560.3,5649
46810,1560.3333333333333,5649
46811,1560.3666666666668,5649
46812,1560.4,5649
46813,1560.4333333333332,5649
46814,1560.4666666666667,5649
46815,1560.5,5649
46816,1560.5333333333333,5649
46817,1560.5666666666668,5649
46818,1560.6,5649
46819,1560.6333333333332,5649
46820,1560.6666666666667,5649
46821,1560.7,5649
46822,1560.7333333333333,5649
46823,1560.7666666666667,5649
46824,1560.8,5649
46825,1560.8333333333333,5649
46826,1560.8666666666668,5649
46827,1560.9,5649
46828,1560.9333333333332,5649
46829,1560.9666666666667,5649
46830,1561.0,5649
46831,1561.0333333333333,5649
46832,1561.0666666666668,5649
46833,1561.1,5649
46834,1561.1333333333332,5649
46835,1561.1666666666667,5649
46836,1561.2,5649
46837,1561.2333333333333,5649
46838,1561.2666666666667,5649
46839,1561.3,5649
46840,1561.3333333333333,5649
46841,1561.3666666666668,5649
46842,1561.4,5649
46843,1561.4333333333332,5649
46844,1561.4666666666667,5649
46845,1561.5,5649
46846,1561.5333333333333,5649
46847,1561.5666666666668,5649
46848,1561.6,5649
46849,1561.6333333333332,5649
46850,1561.6666666666667,5649
46851,1561.7,5649
46852,1561.7333333333333,5649
46853,1561.7666666666667,5649
46854,1561.8,5649
46855,1561.8333333333333,5649
46856,1561.8666666666668,5649
46857,1561.9,5649
46858,1561.9333333333332,5649
46859,1561.9666666666667,5649
46860,1562.0,5649
46861,1562.0333333333333,5649
46862,1562.0666666666668,5649
46863,1562.1,5649
46864,1562.1333333333332,5649
46865,1562.1666666666667,5649
46866,1562.2,5649
46867,1562.2333333333333,5649
46868,1562.2666666666667,5649
46869,1562.3,5649
46870,1562.3333333333333,5649
46871,1562.3666666666668,5649
46872,1562.4,5649
46873,1562.4333333333332,5649
46874,1562.4666666666667,5649
46875,1562.5,5649
46876,1562.5333333333333,5649
46877,1562.5666666666668,5649
46878,1562.6,5649
46879,1562.6333333333332,5649
46880,1562.6666666666667,5649
46881,1562.7,5649
46882,1562.7333333333333,5649
46883,1562.7666666666667,5649
46884,1562.8,5649
46885,1562.8333333333333,5649
46886,1562.8666666666668,5649
46887,1562.9,5649
46888,1562.9333333333332,5649
46889,1562.9666666666667,5649
46890,1563.0,5649
46891,1563.0333333333333,5649
46892,1563.0666666666668,5649
46893,1563.1,5649
46894,1563.1333333333332,5649
46895,1563.1666666666667,5649
46896,1563.2,5649
46897,1563.2333333333333,5649
46898,1563.2666666666667,5649
46899,1563.3,5649
46900,1563.3333333333333,5649
46901,1563.3666666666668,5649
46902,1563.4,5649
46903,1563.4333333333332,5649
46904,1563.4666666666667,5649
46905,1563.5,5649
46906,1563.5333333333333,5649
46907,1563.5666666666668,5649
46908,1563.6,5649
46909,1563.6333333333332,5649
46910,1563.6666666666667,5649
46911,1563.7,5649
46912,1563.7333333333333,5649
46913,1563.7666666666667,5649
46914,1563.8,5649
46915,1563.8333333333333,5649
46916,1563.8666666666668,5649
46917,1563.9,5649
46918,1563.9333333333332,5649
46919,1563.9666666666667,5649
46920,1564.0,5649
46921,1564.0333333333333,5649
46922,1564.0666666666668,5649
46923,1564.1,5649
46924,1564.1333333333332,5649
46925,1564.1666666666667,5649
46926,1564.2,5648
46927,1564.2333333333333,5648
46928,1564.2666666666667,5648
46929,1564.3,5648
46930,1564.3333333333333,5648
46931,1564.3666666666668,5648
46932,1564.4,5648
46933,1564.4333333333332,5648
46934,1564.4666666666667,5648
46935,1564.5,5648
46936,1564.5333333333333,5648
46937,1564.5666666666668,5648
46938,1564.6,5648
46939,1564.6333333333332,5648
46940,1564.6666666666667,5648
46941,1564.7,5648
46942,1564.7333333333333,5648
46943,1564.7666666666667,5648
46944,1564.8,5648
46945,1564.8333333333333,5648
46946,1564.8666666666668,5649
46947,1564.9,5649
46948,1564.9333333333332,5649
46949,1564.9666666666667,5649
46950,1565.0,5649
46951,1565.0333333333333,5649
46952,1565.0666666666668,5649
46953,1565.1,5649
46954,1565.1333333333332,5649
46955,1565.1666666666667,5649
46956,1565.2,5649
46957,1565.2333333333333,5649
46958,1565.2666666666667,5649
46959,1565.3,5649
46960,1565.3333333333333,5649
46961,1565.3666666666668,5649
46962,1565.4,5649
46963,1565.4333333333332,5649
46964,1565.4666666666667,5649
46965,1565.5,5649
46966,1565.5333333333333,5649
46967,1565.5666666666668,5649
46968,1565.6,5649
46969,1565.6333333333332,5649
46970,1565.6666666666667,5649
46971,1565.7,5649
46972,1565.7333333333333,5649
46973,1565.7666666666667,5649
46974,1565.8,5649
46975,1565.8333333333333,5649
46976,1565.8666666666668,5649
46977,1565.9,5649
46978,1565.9333333333332,5649
46979,1565.9666666666667,5649
46980,1566.0,5649
46981,1566.0333333333333,5649
46982,1566.0666666666668,5649
46983,1566.1,5649
46984,1566.1333333333332,5649
46985,1566.1666666666667,5649
46986,1566.2,5649
46987,1566.2333333333333,5649
46988,1566.2666666666667,5649
46989,1566.3,5649
46990,1566.3333333333333,5649
46991,1566.3666666666668,5649
46992,1566.4,5649
46993,1566.4333333333332,5649
46994,1566.4666666666667,5649
46995,1566.5,5649
46996,1566.5333333333333,5649
46997,1566.5666666666668,5649
46998,1566.6,5649
46999,1566.6333333333332,5649
47000,1566.6666666666667,5649
47001,1566.7,5649
47002,1566.7333333333333,5649
47003,1566.7666666666667,5649
47004,1566.8,5649
47005,1566.8333333333333,5649
47006,1566.8666666666668,5649
47007,1566.9,5649
47008,1566.9333333333332,5649
47009,1566.9666666666667,5649
47010,1567.0,5649
47011,1567.0333333333333,5649
47012,1567.0666666666668,5649
47013,1567.1,5649
47014,1567.1333333333332,5649
47015,1567.1666666666667,5649
47016,1567.2,5649
47017,1567.2333333333333,5649
47018,1567.2666666666667,5649
47019,1567.3,5649
47020,1567.3333333333333,5649
47021,1567.3666666666668,5649
47022,1567.4,5649
47023,1567.4333333333332,5649
47024,1567.4666666666667,5649
47025,1567.5,5649
47026,1567.5333333333333,5649
47027,1567.5666666666668,5649
47028,1567.6,5649
47029,1567.6333333333332,5649
47030,1567.6666666666667,5649
47031,1567.7,5649
47032,1567.7333333333333,5649
47033,1567.7666666666667,5649
47034,1567.8,5649
47035,1567.8333333333333,5649
47036,1567.8666666666668,5649
47037,1567.9,5649
47038,1567.9333333333332,5649
47039,1567.9666666666667,5649
47040,1568.0,5649
47041,1568.0333333333333,5649
47042,1568.0666666666668,5649
47043,1568.1,5649
47044,1568.1333333333332,5649
47045,1568.1666666666667,5649
47046,1568.2,5649
47047,1568.2333333333333,5649
47048,1568.2666666666667,5649
47049,1568.3,5649
47050,1568.3333333333333,5649
47051,1568.3666666666668,5649
47052,1568.4,5649
47053,1568.4333333333332,5649
47054,1568.4666666666667,5649
47055,1568.5,5649
47056,1568.5333333333333,5649
47057,1568.5666666666668,5649
47058,1568.6,5649
47059,1568.6333333333332,5649
47060,1568.6666666666667,5649
47061,1568.7,5649
47062,1568.7333333333333,5649
47063,1568.7666666666667,5649
47064,1568.8,5649
47065,1568.8333333333333,5649
47066,1568.8666666666668,5649
47067,1568.9,5649
47068,1568.9333333333332,5649
47069,1568.9666666666667,5649
47070,1569.0,5650
47071,1569.0333333333333,5650
47072,1569.0666666666668,5650
47073,1569.1,5650
47074,1569.1333333333332,5650
47075,1569.1666666666667,5650
47076,1569.2,5650
47077,1569.2333333333333,5650
47078,1569.2666666666667,5650
47079,1569.3,5650
47080,1569.3333333333333,5650
47081,1569.3666666666668,5650
47082,1569.4,5650
47083,1569.4333333333332,5650
47084,1569.4666666666667,5650
47085,1569.5,5650
47086,1569.5333333333333,5650
47087,1569.5666666666668,5650
47088,1569.6,5650
47089,1569.6333333333332,5650
47090,1569.6666666666667,5650
47091,1569.7,5650
47092,1569.7333333333333,5650
47093,1569.7666666666667,5650
47094,1569.8,5650
47095,1569.8333333333333,5650
47096,1569.8666666666668,5650
47097,1569.9,5650
47098,1569.9333333333332,5650
47099,1569.9666666666667,5650
47100,1570.0,5650
47101,1570.0333333333333,5650
47102,1570.0666666666668,5650
47103,1570.1,5650
47104,1570.1333333333332,5650
47105,1570.1666666666667,5650
47106,1570.2,5650
47107,1570.2333333333333,5650
47108,1570.2666666666667,5650
47109,1570.3,5650
47110,1570.3333333333333,5650
47111,1570.3666666666668,5650
47112,1570.4,5650
47113,1570.4333333333332,5650
47114,1570.4666666666667,5650
47115,1570.5,5650
47116,1570.5333333333333,5650
47117,1570.5666666666668,5650
47118,1570.6,5650
47119,1570.6333333333332,5650
47120,1570.6666666666667,5650
47121,1570.7,5650
47122,1570.7333333333333,5650
47123,1570.7666666666667,5650
47124,1570.8,5650
47125,1570.8333333333333,5651
47126,1570.8666666666668,5651
47127,1570.9,5651
47128,1570.9333333333332,5651
47129,1570.9666666666667,5651
47130,1571.0,5651
47131,1571.0333333333333,5651
47132,1571.0666666666668,5651
47133,1571.1,5651
47134,1571.1333333333332,5651
47135,1571.1666666666667,5651
47136,1571.2,5651
47137,1571.2333333333333,5651
47138,1571.2666666666667,5651
47139,1571.3,5651
47140,1571.3333333333333,5651
47141,1571.3666666666668,5651
47142,1571.4,5651
47143,1571.4333333333332,5651
47144,1571.4666666666667,5651
47145,1571.5,5651
47146,1571.5333333333333,5651
47147,1571.5666666666668,5651
47148,1571.6,5651
47149,1571.6333333333332,5651
47150,1571.6666666666667,5651
47151,1571.7,5651
47152,1571.7333333333333,5651
47153,1571.7666666666667,5651
47154,1571.8,5651
47155,1571.8333333333333,5651
47156,1571.8666666666668,5651
47157,1571.9,5651
47158,1571.9333333333332,5651
47159,1571.9666666666667,5651
47160,1572.0,5651
47161,1572.0333333333333,5651
47162,1572.0666666666668,5651
47163,1572.1,5652
47164,1572.1333333333332,5652
47165,1572.1666666666667,5652
47166,1572.2,5652
47167,1572.2333333333333,5652
47168,1572.2666666666667,5652
47169,1572.3,5652
47170,1572.3333333333333,5652
47171,1572.3666666666668,5652
47172,1572.4,5652
47173,1572.4333333333332,5652
47174,1572.4666666666667,5652
47175,1572.5,5652
47176,1572.5333333333333,5652
47177,1572.5666666666668,5652
47178,1572.6,5652
47179,1572.6333333333332,5652
47180,1572.6666666666667,5652
47181,1572.7,5652
47182,1572.7333333333333,5652
47183,1572.7666666666667,5652
47184,1572.8,5652
47185,1572.8333333333333,5652
47186,1572.8666666666668,5652
47187,1572.9,5652
47188,1572.9333333333332,5652
47189,1572.9666666666667,5652
47190,1573.0,5652
47191,1573.0333333333333,5652
47192,1573.0666666666668,5652
47193,1573.1,5652
47194,1573.1333333333332,5653
47195,1573.1666666666667,5653
47196,1573.2,5653
47197,1573.2333333333333,5653
47198,1573.2666666666667,5653
47199,1573.3,5653
47200,1573.3333333333333,5653
47201,1573.3666666666668,5653
47202,1573.4,5653
47203,1573.4333333333332,5653
47204,1573.4666666666667,5653
47205,1573.5,5653
47206,1573.5333333333333,5653
47207,1573.5666666666668,5653
47208,1573.6,5653
47209,1573.6333333333332,5653
47210,1573.6666666666667,5653
47211,1573.7,5653
47212,1573.7333333333333,5653
47213,1573.7666666666667,5653
47214,1573.8,5653
47215,1573.8333333333333,5653
47216,1573.8666666666668,5653
47217,1573.9,5653
47218,1573.9333333333332,5653
47219,1573.9666666666667,5653
47220,1574.0,5653
47221,1574.0333333333333,5653
47222,1574.0666666666668,5654
47223,1574.1,5654
47224,1574.1333333333332,5654
47225,1574.1666666666667,5654
47226,1574.2,5654
47227,1574.2333333333333,5654
47228,1574.2666666666667,5654
47229,1574.3,5654
47230,1574.3333333333333,5654
47231,1574.3666666666668,5654
47232,1574.4,5654
47233,1574.4333333333332,5654
47234,1574.4666666666667,5654
47235,1574.5,5654
47236,1574.5333333333333,5654
47237,1574.5666666666668,5654
47238,1574.6,5654
47239,1574.6333333333332,5654
47240,1574.6666666666667,5654
47241,1574.7,5654
47242,1574.7333333333333,5654
47243,1574.7666666666667,5654
47244,1574.8,5654
47245,1574.8333333333333,5654
47246,1574.8666666666668,5654
47247,1574.9,5654
47248,1574.9333333333332,5654
47249,1574.9666666666667,5655
47250,1575.0,5655
47251,1575.0333333333333,5655
47252,1575.0666666666668,5655
47253,1575.1,5655
47254,1575.1333333333332,5655
47255,1575.1666666666667,5655
47256,1575.2,5655
47257,1575.2333333333333,5655
47258,1575.2666666666667,5655
47259,1575.3,5655
47260,1575.3333333333333,5655
47261,1575.3666666666668,5655
47262,1575.4,5655
47263,1575.4333333333332,5655
47264,1575.4666666666667,5655
47265,1575.5,5655
47266,1575.5333333333333,5655
47267,1575.5666666666668,5655
47268,1575.6,5655
47269,1575.6333333333332,5655
47270,1575.6666666666667,5655
47271,1575.7,5656
47272,1575.7333333333333,5656
47273,1575.7666666666667,5656
47274,1575.8,5656
47275,1575.8333333333333,5656
47276,1575.8666666666668,5656
47277,1575.9,5656
47278,1575.9333333333332,5656
47279,1575.9666666666667,5656
47280,1576.0,5656
47281,1576.0333333333333,5656
47282,1576.0666666666668,5656
47283,1576.1,5656
47284,1576.1333333333332,5656
47285,1576.1666666666667,5656
47286,1576.2,5656
47287,1576.2333333333333,5656
47288,1576.2666666666667,5656
47289,1576.3,5656
47290,1576.3333333333333,5656
47291,1576.3666666666668,5656
47292,1576.4,5656
47293,1576.4333333333332,5657
47294,1576.4666666666667,5657
47295,1576.5,5657
47296,1576.5333333333333,5657
47297,1576.5666666666668,5657
47298,1576.6,5657
47299,1576.6333333333332,5657
47300,1576.6666666666667,5657
47301,1576.7,5657
47302,1576.7333333333333,5657
47303,1576.7666666666667,5657
47304,1576.8,5657
47305,1576.8333333333333,5657
47306,1576.8666666666668,5657
47307,1576.9,5657
47308,1576.9333333333332,5657
47309,1576.9666666666667,5657
47310,1577.0,5657
47311,1577.0333333333333,5657
47312,1577.0666666666668,5657
47313,1577.1,5657
47314,1577.1333333333332,5658
47315,1577.1666666666667,5658
47316,1577.2,5658
47317,1577.2333333333333,5658
47318,1577.2666666666667,5658
47319,1577.3,5658
47320,1577.3333333333333,5658
47321,1577.3666666666668,5658
47322,1577.4,5658
47323,1577.4333333333332,5658
47324,1577.4666666666667,5658
47325,1577.5,5658
47326,1577.5333333333333,5658
47327,1577.5666666666668,5658
47328,1577.6,5658
47329,1577.6333333333332,5658
47330,1577.6666666666667,5658
47331,1577.7,5658
47332,1577.7333333333333,5658
47333,1577.7666666666667,5659
47334,1577.8,5659
47335,1577.8333333333333,5659
47336,1577.8666666666668,5659
47337,1577.9,5659
47338,1577.9333333333332,5659
47339,1577.9666666666667,5659
47340,1578.0,5659
47341,1578.0333333333333,5659
47342,1578.0666666666668,5659
47343,1578.1,5659
47344,1578.1333333333332,5659
47345,1578.1666666666667,5659
47346,1578.2,5659
47347,1578.2333333333333,5659
47348,1578.2666666666667,5659
47349,1578.3,5659
47350,1578.3333333333333,5660
47351,1578.3666666666668,5660
47352,1578.4,5660
47353,1578.4333333333332,5660
47354,1578.4666666666667,5660
47355,1578.5,5660
47356,1578.5333333333333,5660
47357,1578.5666666666668,5660
47358,1578.6,5660
47359,1578.6333333333332,5660
47360,1578.6666666666667,5660
47361,1578.7,5660
47362,1578.7333333333333,5660
47363,1578.7666666666667,5660
47364,1578.8,5660
47365,1578.8333333333333,5660
47366,1578.8666666666668,5660
47367,1578.9,5660
47368,1578.9333333333332,5661
47369,1578.9666666666667,5661
47370,1579.0,5661
47371,1579.0333333333333,5661
47372,1579.0666666666668,5661
47373,1579.1,5661
47374,1579.1333333333332,5661
47375,1579.1666666666667,5661
47376,1579.2,5661
47377,1579.2333333333333,5661
47378,1579.2666666666667,5661
47379,1579.3,5661
47380,1579.3333333333333,5661
47381,1579.3666666666668,5661
47382,1579.4,5661
47383,1579.4333333333332,5661
47384,1579.4666666666667,5662
47385,1579.5,5662
47386,1579.5333333333333,5662
47387,1579.5666666666668,5662
47388,1579.6,5662
47389,1579.6333333333332,5662
47390,1579.6666666666667,5662
47391,1579.7,5662
47392,1579.7333333333333,5662
47393,1579.7666666666667,5662
47394,1579.8,5662
47395,1579.8333333333333,5662
47396,1579.8666666666668,5662
47397,1579.9,5662
47398,1579.9333333333332,5662
47399,1579.9666666666667,5662
47400,1580.0,5662
47401,1580.0333333333333,5662
47402,1580.0666666666668,5663
47403,1580.1,5663
47404,1580.1333333333332,5663
47405,1580.1666666666667,5663
47406,1580.2,5663
47407,1580.2333333333333,5663
47408,1580.2666666666667,5663
47409,1580.3,5663
47410,1580.3333333333333,5663
47411,1580.3666666666668,5663
47412,1580.4,5663
47413,1580.4333333333332,5663
47414,1580.4666666666667,5663
47415,1580.5,5663
47416,1580.5333333333333,5663
47417,1580.5666666666668,5663
47418,1580.6,5664
47419,1580.6333333333332,5664
47420,1580.6666666666667,5664
47421,1580.7,5664
47422,1580.7333333333333,5664
47423,1580.7666666666667,5664
47424,1580.8,5664
47425,1580.8333333333333,5664
47426,1580.8666666666668,5664
47427,1580.9,5664
47428,1580.9333333333332,5664
47429,1580.9666666666667,5664
47430,1581.0,5664
47431,1581.0333333333333,5664
47432,1581.0666666666668,5664
47433,1581.1,5665
47434,1581.1333333333332,5665
47435,1581.1666666666667,5665
47436,1581.2,5665
47437,1581.2333333333333,5665
47438,1581.2666666666667,5665
47439,1581.3,5665
47440,1581.3333333333333,5665
47441,1581.3666666666668,5665
47442,1581.4,5665
47443,1581.4333333333332,5665
47444,1581.4666666666667,5665
47445,1581.5,5665
47446,1581.5333333333333,5665
47447,1581.5666666666668,5666
47448,1581.6,5666
47449,1581.6333333333332,5666
47450,1581.6666666666667,5666
47451,1581.7,5666
47452,1581.7333333333333,5666
47453,1581.7666666666667,5666
47454,1581.8,5666
47455,1581.8333333333333,5666
47456,1581.8666666666668,5666
47457,1581.9,5666
47458,1581.9333333333332,5666
47459,1581.9666666666667,5666
47460,1582.0,5666
47461,1582.0333333333333,5667
47462,1582.0666666666668,5667
47463,1582.1,5667
47464,1582.1333333333332,5667
47465,1582.1666666666667,5667
47466,1582.2,5667
47467,1582.2333333333333,5667
47468,1582.2666666666667,5667
47469,1582.3,5667
47470,1582.3333333333333,5667
47471,1582.3666666666668,5667
47472,1582.4,5667
47473,1582.4333333333332,5667
47474,1582.4666666666667,5667
47475,1582.5,5667
47476,1582.5333333333333,5667
47477,1582.5666666666668,5668
47478,1582.6,5668
47479,1582.6333333333332,5668
47480,1582.6666666666667,5668
47481,1582.7,5668
47482,1582.7333333333333,5668
47483,1582.7666666666667,5668
47484,1582.8,5668
47485,1582.8333333333333,5668
47486,1582.8666666666668,5668
47487,1582.9,5668
47488,1582.9333333333332,5668
47489,1582.9666666666667,5669
47490,1583.0,5669
47491,1583.0333333333333,5669
47492,1583.0666666666668,5669
47493,1583.1,5669
47494,1583.1333333333332,5669
47495,1583.1666666666667,5669
47496,1583.2,5669
47497,1583.2333333333333,5669
47498,1583.2666666666667,5669
47499,1583.3,5669
47500,1583.3333333333333,5669
47501,1583.3666666666668,5669
47502,1583.4,5670
47503,1583.4333333333332,5670
47504,1583.4666666666667,5670
47505,1583.5,5670
47506,1583.5333333333333,5670
47507,1583.5666666666668,5670
47508,1583.6,5670
47509,1583.6333333333332,5670
47510,1583.6666666666667,5670
47511,1583.7,5670
47512,1583.7333333333333,5670
47513,1583.7666666666667,5670
47514,1583.8,5670
47515,1583.8333333333333,5671
47516,1583.8666666666668,5671
47517,1583.9,5671
47518,1583.9333333333332,5671
47519,1583.9666666666667,5671
47520,1584.0,5671
47521,1584.0333333333333,5671
47522,1584.0666666666668,5671
47523,1584.1,5671
47524,1584.1333333333332,5671
47525,1584.1666666666667,5671
47526,1584.2,5671
47527,1584.2333333333333,5671
47528,1584.2666666666667,5672
47529,1584.3,5672
47530,1584.3333333333333,5672
47531,1584.3666666666668,5672
47532,1584.4,5672
47533,1584.4333333333332,5672
47534,1584.4666666666667,5672
47535,1584.5,5672
47536,1584.5333333333333,5672
47537,1584.5666666666668,5672
47538,1584.6,5672
47539,1584.6333333333332,5672
47540,1584.6666666666667,5672
47541,1584.7,5673
47542,1584.7333333333333,5673
47543,1584.7666666666667,5673
47544,1584.8,5673
47545,1584.8333333333333,5673
47546,1584.8666666666668,5673
47547,1584.9,5673
47548,1584.9333333333332,5673
47549,1584.9666666666667,5673
47550,1585.0,5673
47551,1585.0333333333333,5673
47552,1585.0666666666668,5673
47553,1585.1,5674
47554,1585.1333333333332,5674
47555,1585.1666666666667,5674
47556,1585.2,5674
47557,1585.2333333333333,5674
47558,1585.2666666666667,5674
47559,1585.3,5674
47560,1585.3333333333333,5674
47561,1585.3666666666668,5674
47562,1585.4,5674
47563,1585.4333333333332,5674
47564,1585.4666666666667,5674
47565,1585.5,5675
47566,1585.5333333333333,5675
47567,1585.5666666666668,5675
47568,1585.6,5675
47569,1585.6333333333332,5675
47570,1585.6666666666667,5675
47571,1585.7,5675
47572,1585.7333333333333,5675
47573,1585.7666666666667,5675
47574,1585.8,5675
47575,1585.8333333333333,5675
47576,1585.8666666666668,5675
47577,1585.9,5675
47578,1585.9333333333332,5675
47579,1585.9666666666667,5676
47580,1586.0,5676
47581,1586.0333333333333,5676
47582,1586.0666666666668,5676
47583,1586.1,5676
47584,1586.1333333333332,5676
47585,1586.1666666666667,5676
47586,1586.2,5676
47587,1586.2333333333333,5676
47588,1586.2666666666667,5676
47589,1586.3,5676
47590,1586.3333333333333,5677
47591,1586.3666666666668,5677
47592,1586.4,5677
47593,1586.4333333333332,5677
47594,1586.4666666666667,5677
47595,1586.5,5677
47596,1586.5333333333333,5677
47597,1586.5666666666668,5677
47598,1586.6,5677
47599,1586.6333333333332,5677
47600,1586.6666666666667,5678
47601,1586.7,5678
47602,1586.7333333333333,5678
47603,1586.7666666666667,5678
47604,1586.8,5678
47605,1586.8333333333333,5678
47606,1586.8666666666668,5678
47607,1586.9,5678
47608,1586.9333333333332,5678
47609,1586.9666666666667,5678
47610,1587.0,5678
47611,1587.0333333333333,5678
47612,1587.0666666666668,5679
47613,1587.1,5679
47614,1587.1333333333332,5679
47615,1587.1666666666667,5679
47616,1587.2,5679
47617,1587.2333333333333,5679
47618,1587.2666666666667,5679
47619,1587.3,5679
47620,1587.3333333333333,5679
47621,1587.3666666666668,5679
47622,1587.4,5679
47623,1587.4333333333332,5680
47624,1587.4666666666667,5680
47625,1587.5,5680
47626,1587.5333333333333,5680
47627,1587.5666666666668,5680
47628,1587.6,5680
47629,1587.6333333333332,5680
47630,1587.6666666666667,5680
47631,1587.7,5680
47632,1587.7333333333333,5680
47633,1587.7666666666667,5680
47634,1587.8,5680
47635,1587.8333333333333,5681
47636,1587.8666666666668,5681
47637,1587.9,5681
47638,1587.9333333333332,5681
47639,1587.9666666666667,5681
47640,1588.0,5681
47641,1588.0333333333333,5681
47642,1588.0666666666668,5681
47643,1588.1,5681
47644,1588.1333333333332,5681
47645,1588.1666666666667,5681
47646,1588.2,5681
47647,1588.2333333333333,5682
47648,1588.2666666666667,5682
47649,1588.3,5682
47650,1588.3333333333333,5682
47651,1588.3666666666668,5682
47652,1588.4,5682
47653,1588.4333333333332,5682
47654,1588.4666666666667,5682
47655,1588.5,5682
47656,1588.5333333333333,5682
47657,1588.5666666666668,5683
47658,1588.6,5683
47659,1588.6333333333332,5683
47660,1588.6666666666667,5683
47661,1588.7,5683
